feature_index,importance_score
0,0.08479522454732226
1,0.1522828935768944
2,0.03752934793130159
3,0.07039128135476377
4,0.046800855244150286
5,0.08637305083989079
6,0.05358912113303605
7,0.05901225945552093
8,0.19776821587517493
9,0.05344327788161397
10,0.06692035653576008
11,0.0814714610144384
12,0.04673941008833351
13,0.08094999112643805
14,0.13645957403776732
15,0.0854686807591965
16,0.08331093576579884
17,0.12270802156218244
18,0.26085368062367725
19,0.061901379631924706
20,0.05612302665555186
21,0.13090169444506972
22,0.05455708427582466
23,0.07417172797702254
24,0.11681211210884093
25,0.04508301955918809
26,0.09355725938490729
27,0.042285318059504806
28,0.05145447354503995
29,0.05891706632564197
30,0.053888620900237764
31,0.10722419300951934
32,0.037581376242013714
33,0.05674879122792299
34,0.05945565477285853
35,0.04235416286884061
36,0.08845899268465576
37,0.04043827362407732
38,0.17580337018992423
39,0.06118600506192795
40,0.0469131736016227
41,0.10067704576593063
42,0.17365718806134095
43,0.1029607585938103
44,0.046764603361184424
45,0.05649074866301925
46,0.05266068963139129
47,0.06537409527412442
48,0.06358177506405892
49,0.04933773019737987
50,0.0605246616708557
51,0.08358667327218437
52,0.0873195572550639
53,0.08229748205002096
54,0.07741124396325759
55,0.09113545088033198
56,0.10979418418425986
57,0.04231979948555721
58,0.0629810918524285
59,0.04293426835290928
60,0.1300846106838396
61,0.1771397439146909
62,0.07092463465092357
63,0.07093981202500227
64,0.2702729485257673
65,0.24852180958166964
66,0.07099319359833403
67,0.09255441436641777
68,0.05991832395570771
69,0.15862406519103137
70,0.058978410628767484
71,0.0463174419032021
72,0.061717206823235254
73,0.04873824866225456
74,0.17674763286858947
75,0.13632134252863132
76,0.17265498181312566
77,0.07230698369096145
78,0.10590635475658543
79,0.06524874294616663
80,0.07437523130268507
81,0.06032931482856693
82,0.07348153481648821
83,0.06104733733252276
84,0.11785516572072702
85,0.060174858244228434
86,0.0802538032013381
87,0.09999534291029553
88,0.039416653534845754
89,0.05951290509796195
90,0.054584006871914684
91,0.08153286841810037
92,0.06558787159892371
93,0.06040020223086645
94,0.06895995409747523
95,0.04956992917539644
96,0.1411639599746098
97,0.07204445401843183
98,0.05027999652705285
99,0.07173168141540985
100,0.05774086621182837
101,0.040238777985528676
102,0.06626026174133888
103,0.1264163198491807
104,0.09292155994072428
105,0.05528921625287039
106,0.07474592482056253
107,0.1024606705924537
108,0.04790311753682204
109,0.05007983328451913
110,0.06948277502162042
111,0.04067241783423415
112,0.08091557564523232
113,0.06647852585529848
114,0.06979187893133057
115,0.03949633248796119
116,0.05682676460853624
117,0.14393182749738323
118,0.03775895446621216
119,0.11483576245148837
120,0.06484762327444868
121,0.057434170782502014
122,0.04362446143368671
123,0.04639273478541407
124,0.03956327277589571
125,0.05516170187424981
126,0.16565439505516227
127,0.17025866627252434
128,0.1191121385124239
129,0.19910616611014026
130,0.19663727105381026
131,0.05668669180542989
132,0.058975196246427004
133,0.13384188997937005
134,0.10627396239587511
135,0.07069309207225867
136,0.056270169431089166
137,0.06455409460631654
138,0.04190167567028991
139,0.04694649928680526
140,0.04852385710218722
141,0.061308795548671996
142,0.04985673898624448
143,0.10420191855937738
144,0.040866489085151864
145,0.11583213421795961
146,0.1125983901235339
147,0.1149453064998935
148,0.03679621993075058
149,0.2317755400465536
150,0.07446742660101835
151,0.14028984282293516
152,0.04955451802720518
153,0.06438104713880466
154,0.039611576148764246
155,0.1341262398749636
156,0.06886395298950715
157,0.09676215293028224
158,0.0579395325296046
159,0.09926027992330277
160,0.07235461328548254
161,0.06467515162137304
162,0.07783034807360063
163,0.11434486889699337
164,0.050484066324350776
165,0.09581600944417488
166,0.14464513742399626
167,0.17376620949704477
168,0.15557824013943206
169,0.06321541393493899
170,0.08166972206722578
171,0.03787734414887133
172,0.05897458023233929
173,0.08261836969034399
174,0.2073342067396534
175,0.18245814834450616
176,0.05396332376711831
177,0.12720067353911632
178,0.07238845094817672
179,0.086043131916488
180,0.0424422311086617
181,0.09543119413798569
182,0.06978278859619809
183,0.07152027535359114
184,0.035575003031996094
185,0.20099604226943776
186,0.07575683139178467
187,0.1237071144351438
188,0.058844163646114514
189,0.04993628019477732
190,0.06597011264913144
191,0.05326122533878859
192,0.043008429178306426
193,0.06575395116978416
194,0.06327279079343436
195,0.09490724192311761
196,0.268905627072338
197,0.05238391416248008
198,0.1339493992562742
199,0.0833555296179046
200,0.058463829081652444
201,0.25196542549003875
202,0.11432454871207992
203,0.04034962411391964
204,0.04350995210634589
205,0.12234283185472618
206,0.10135163643995107
207,0.07927696437331447
208,0.08647958148831379
209,0.14719713912844748
210,0.07445458115982515
211,0.06422666187843314
212,0.1754484102645282
213,0.15131546716653063
214,0.08879563123909544
215,0.06506014619315921
216,0.07713931040867275
217,0.06555184919730837
218,0.04381017857911252
219,0.17180923232254464
220,0.09662618288914221
221,0.28197384075666787
222,0.124522722672491
223,0.04290738126620402
224,0.08309663714127465
225,0.08451617301494478
226,0.06106300929164586
227,0.059485858637675686
228,0.08355207864748321
229,0.0626355456073045
230,0.14618019614451036
231,0.07514947340329194
232,0.16949925173603234
233,0.15094887868404852
234,0.0929298270390808
235,0.0712638370740096
236,0.15450503371908378
237,0.04335042569393387
238,0.045927077784266225
239,0.07284585951443195
240,0.07764038539178969
241,0.03568400138323492
242,0.050037793844895866
243,0.05049348333348641
244,0.05255354862177742
245,0.056269826663431374
246,0.15009078385955546
247,0.24489484521516808
248,0.08007485206712055
249,0.059019533414127155
250,0.05297394654232341
251,0.03695925178065751
252,0.06185605113781196
253,0.07814658475173196
254,0.19676915236562653
255,0.06273034050784884
256,0.0563289221957887
257,0.06307260566524459
258,0.09452328351992227
259,0.0777594324573575
260,0.08066463847331662
261,0.2067230829203583
262,0.0700384329037353
263,0.08420114386584152
264,0.07605657022071982
265,0.04701690505410546
266,0.06964157105798528
267,0.1080404015887771
268,0.08587130397625434
269,0.05728088838800682
270,0.05900953383645349
271,0.10380641713568112
272,0.049744286433717914
273,0.05080899261445628
274,0.05082392683011162
275,0.20130240765472524
276,0.14685759223163547
277,0.10746126282289002
278,0.074039166780315
279,0.08345794149502875
280,0.14538037508793436
281,0.13349971040370123
282,0.045557321916188165
283,0.08099310635871182
284,0.041646645553489535
285,0.05659420168426558
286,0.06892347862028313
287,0.08455748547674362
288,0.04500538629964043
289,0.07176953495909286
290,0.061223289323064645
291,0.047462584153561554
292,0.05940719005245268
293,0.05304567912325966
294,0.13494881429018732
295,0.11910719538736105
296,0.09259135389492947
297,0.05066305999205623
298,0.2356836207071825
299,0.05828254851280534
300,0.04730034579398725
301,0.10099308821345043
302,0.04274909500119053
303,0.03448745932495226
304,0.04016912268613791
305,0.15391044611019852
306,0.06148222720125095
307,0.062346338802259725
308,0.0767594470484129
309,0.12329938104632071
310,0.0600247973150816
311,0.04582984862405572
312,0.057866460412826774
313,0.07829584072520941
314,0.1095366271660456
315,0.04464592547068405
316,0.2265358612249274
317,0.07197886331908218
318,0.0772670378365021
319,0.054081820858455615
320,0.14098614108603696
321,0.058921367915737446
322,0.08164619934083223
323,0.11215482369147838
324,0.06449333209148175
325,0.041722410941715346
326,0.04105125685300934
327,0.046662523252088924
328,0.05829016561721852
329,0.04786504118396365
330,0.057064325332039235
331,0.0665805557594456
332,0.07612743778774306
333,0.04243080219014783
334,0.07186545346189456
335,0.14158742006066444
336,0.039769710931843165
337,0.16482670503735516
338,0.08443495278194862
339,0.048512392719076924
340,0.08974792972570639
341,0.06997422390702011
342,0.08578321911675488
343,0.06084602500168984
344,0.19473650550455215
345,0.04518316419917231
346,0.12945945857843955
347,0.12039425832685456
348,0.09906570263658089
349,0.14339451890785984
350,0.11469008870342526
351,0.06846717405578001
352,0.05347917001591798
353,0.07271025862793355
354,0.05986908446266031
355,0.08852144227583054
356,0.05136695459405822
357,0.10392782517120912
358,0.09996791116643199
359,0.058229927403007996
360,0.0451483430287883
361,0.1035833766482391
362,0.08490010791559886
363,0.053178508115293635
364,0.050674851696441335
365,0.051641873907464594
366,0.08676934475433039
367,0.06763885072797104
368,0.04384564531473861
369,0.10570940032189152
370,0.09028124507451399
371,0.13352592876651567
372,0.0631547427199358
373,0.053883511135619615
374,0.09508917286096459
375,0.18644951269182938
376,0.04898889206937297
377,0.08061483484687108
378,0.05495042685945994
379,0.04726977033094373
380,0.0970644688618788
381,0.06482897954207213
382,0.10645885996531956
383,0.037301477306443634
384,0.04250657708747624
385,0.16463320129201175
386,0.0441188963964343
387,0.08314639668378306
388,0.19702376648761064
389,0.05543302883939737
390,0.06478585913472729
391,0.1049301913143571
392,0.060657130194222426
393,0.0680590320275427
394,0.12061378296685518
395,0.07173733346524751
396,0.07884566212776306
397,0.12365815517025382
398,0.10304669044507418
399,0.16673531867671978
400,0.12710262446746518
401,0.12919238228326976
402,0.13514294497220403
403,0.03700583771830101
404,0.06775088794642685
405,0.05724229103786775
406,0.1085093376205248
407,0.09274545950420435
408,0.04987975574803177
409,0.06350942850741598
410,0.06561254910591664
411,0.0697398851537199
412,0.11939697632283308
413,0.09514459639436143
414,0.22332773490202606
415,0.19989926766723665
416,0.1669181814239897
417,0.04424500496347093
418,0.05740608074618593
419,0.1770227724893569
420,0.1077910900537604
421,0.07052233443093384
422,0.06690171091346014
423,0.11370754446452222
424,0.04479349910816316
425,0.07931626495519148
426,0.06148520232567203
427,0.05618080213456822
428,0.08119512084758339
429,0.06656553957715965
430,0.03587053111620507
431,0.06455094149920727
432,0.09739703176510606
433,0.06853204397456039
434,0.07919650317850432
435,0.06730252529243809
436,0.04147964965773933
437,0.09333562187545816
438,0.0841066964741939
439,0.06342863957439299
440,0.06088769934037853
441,0.04879073933566027
442,0.04540109054500307
443,0.08594527875685766
444,0.05224145628068199
445,0.03700896373429461
446,0.11334533016162593
447,0.05990141145880027
448,0.12738028502761592
449,0.1727935029964811
450,0.05513334729707605
451,0.20581108650994065
452,0.04423896186595668
453,0.05005114361780032
454,0.039595997984149645
455,0.14874979530257038
456,0.06486083918236303
457,0.05080381601892944
458,0.04848145742390344
459,0.12229845230415802
460,0.09402149600281773
461,0.15687760321327687
462,0.13127667588962488
463,0.07064087048964711
464,0.035754967088977484
465,0.03494036741270064
466,0.05947265081260222
467,0.11712591146841334
468,0.0775985398414873
469,0.08676206365218303
470,0.1358665648177659
471,0.0997984842111668
472,0.03501640171856146
473,0.040914996740542824
474,0.0478752874522383
475,0.07935323593377085
476,0.18631204362185094
477,0.05561135522438186
478,0.05520910328819718
479,0.18490667924279625
480,0.06529433439438323
481,0.07876808006729061
482,0.05579344637106729
483,0.06057909287408884
484,0.037431203807143765
485,0.0685608270313841
486,0.12386300217981143
487,0.11915874625708182
488,0.09886980536638032
489,0.050249351191435615
490,0.07249111866807346
491,0.08130889406396372
492,0.2921038504139683
493,0.4766249806627908
494,0.08447611670170196
495,0.12743026827666742
496,0.15230772874868403
497,0.05591345021335841
498,0.038365656287271656
499,0.05581532418746383
500,0.06379336698467103
501,0.041027951105831746
502,0.04960100497109037
503,0.05661118401745966
504,0.11002119484838113
505,0.07085711137787887
506,0.04519692857847378
507,0.07829451625936158
508,0.2306240400005047
509,0.043490014781944794
510,0.14224850574992084
511,0.04742274984571563
512,0.21719010889510204
513,0.05906443550097455
514,0.056990612209285384
515,0.12391791801675844
516,0.15867537364249928
517,0.058543174423131485
518,0.13559097704937167
519,0.057329452641320666
520,0.1260056355450902
521,0.04426348833220059
522,0.07072494571813873
523,0.060386199839868974
524,0.10336969744847775
525,0.05836814087069883
526,0.052240861994137515
527,0.17045535614511614
528,0.06016110844253893
529,0.04104481112325778
530,0.051209295131145374
531,0.0968093876772611
532,0.09429633995346744
533,0.10971387352167329
534,0.05889837836017483
535,0.1982922722293236
536,0.057360385240713026
537,0.15290491128834935
538,0.059507787061643856
539,0.060227117023124395
540,0.03434394718108343
541,0.05601575863941196
542,0.04745466384345833
543,0.05111590526452028
544,0.051660275888705406
545,0.11208794954139958
546,0.041074588061044456
547,0.04733454253035983
548,0.052322793850346584
549,0.0640694281970301
550,0.2021919933572369
551,0.06800446198354201
552,0.04089000085784644
553,0.06100693383823709
554,0.05453362646162985
555,0.06131370210766182
556,0.18587012749857254
557,0.04165204049169251
558,0.05399527827165926
559,0.10010813276878994
560,0.0971391814938764
561,0.05546177688494119
562,0.05877647165646781
563,0.25464295285274463
564,0.06635758332732268
565,0.06350196970806349
566,0.04703455036097567
567,0.06037990960460222
568,0.05940879880230707
569,0.11870531971085653
570,0.12002281238090733
571,0.13396775244059494
572,0.03303878902644078
573,0.06356667949931072
574,0.05645620479550398
575,0.03425517003414289
576,0.06133839461499015
577,0.046998047361361914
578,0.05939214323477424
579,0.05968025165200598
580,0.0677626853322101
581,0.13815914115727493
582,0.06809992947082502
583,0.14955774485433515
584,0.12272025225154402
585,0.1348319407629732
586,0.06419831134915914
587,0.06047849316317061
588,0.039121506633307
