,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2059.510885341074,2052.0,1197.8284725549456,2.0,4089.0,1211605.0,0.8963135192306187
polarity,0.09256531288970782,0.0888888888888888,0.15063718241028393,-0.5,0.4333333333333333,1436190.0,3.5273074646927314e-15
subjectivity,0.4284141884328278,0.4199999999999999,0.16705362224281323,0.0,1.0,1372783.0,1.3548861256055538e-08
flesch_reading_ease,71.45715529753267,70.84,11.401528152905081,17.68,101.6,1199322.5,0.7700840282129451
syntactic_complexity,18.979366231253024,18.33333333333333,5.479710747727577,7.0,34.0,1447951.0,1.406641365264229e-16
lexical_diversity,0.8198397454280275,0.8064516129032258,0.08413930869137394,0.6292134831460674,1.0,1128817.0,0.006559021747156082
text_length,303.82728592162556,301.0,124.86821219664765,59.0,615.0,1524905.0,1.0284259759092715e-27
question_marks,1.0,1.0,0.0,1.0,1.0,1211262.0,0.16056922492033687
exclamation_marks,0.033381712626995644,0.0,0.1797617148945517,0.0,1.0,1213341.5,0.5170371458572409
avg_word_length,4.658488830320637,4.67741935483871,0.3626303231733057,3.774193548387097,5.830188679245283,1032829.5,1.7339485281122732e-09
unique_word_count,42.77793904208998,43.0,14.811069118085207,12.0,79.0,1606010.5,9.420338349598947e-43
sentiment_score_range,0.3655389247495042,0.3181818181818182,0.25340386589606645,0.0,1.0,1559038.0,9.855503612974308e-34
noun_phrase_count,14.571843251088534,14.0,5.835025278321413,4.0,27.0,1538138.5,4.6814237313271e-30
verb_phrase_count,6.844702467343977,7.0,3.554472936267711,0.0,15.0,1548374.5,5.19243750011781e-32
named_entity_count,3.474600870827286,4.0,2.006459595745627,0.0,9.0,1292146.0,0.0032547262961598
passive_voice_count,0.5776487663280117,0.0,0.7092575046137664,0.0,2.0,1386679.5,8.373346270150517e-14
active_voice_count,2.3642960812772134,2.0,1.1497988218871638,0.0,6.0,1408007.0,4.63766304123723e-13
modal_verbs_count,0.19738751814223512,0.0,0.4687242977955984,0.0,2.0,1259217.5,0.00248679080358906
conditional_sentences_count,0.033381712626995644,0.0,0.1797617148945517,0.0,1.0,1236078.5,1.5249038859321295e-06
sentence_count,3.2119013062409287,3.0,1.0448255732979916,1.0,6.0,1461903.0,7.496518699621518e-21
average_sentence_length,18.979366231253024,18.33333333333333,5.479710747727577,7.0,34.0,1447951.0,1.406641365264229e-16
