,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2075.083850931677,2134.5,1170.1895534818107,24.0,4095.0,570493.0,0.7508445568683727
polarity,0.0897578538578864,0.0833624708624708,0.11479329643665934,-0.3225,0.8,689579.5,3.9687621098196715e-11
subjectivity,0.4778801110805571,0.4680059523809523,0.15375238336890082,0.0,0.875,730417.5,2.1446635638513257e-18
flesch_reading_ease,69.40332298136646,71.44,9.953166834977235,39.63,96.69,509689.5,0.0039003519801100047
syntactic_complexity,18.43817657497782,18.0,4.509012070448036,10.75,30.0,665209.0,1.1018460249075148e-07
lexical_diversity,0.7822892958078903,0.7837837837837838,0.06195211701063841,0.6415094339622641,1.0,383299.5,1.345014255212523e-21
text_length,333.8850931677019,323.5,112.39218091847506,92.0,602.0,801899.5,6.580862702951822e-36
question_marks,1.0,1.0,0.0,1.0,1.0,566076.0,0.3374700326468788
exclamation_marks,0.062111801242236024,0.0,0.2417341552031094,0.0,1.0,583265.0,0.0010813049474670733
avg_word_length,4.7121213276003555,4.656107862248213,0.3518313046012802,3.8947368421052633,5.92,509286.5,0.0036456118706714386
unique_word_count,45.2639751552795,46.0,14.31994906269779,16.0,82.0,806190.0,3.5286963077540873e-37
sentiment_score_range,0.4338752911957493,0.403030303030303,0.27087570556879104,0.0,1.2,794827.5,4.8938724270412215e-34
noun_phrase_count,14.692546583850932,14.0,4.614268170931865,4.0,27.0,763957.5,5.952359344641325e-26
verb_phrase_count,6.170807453416149,6.0,2.8490614894926374,1.0,15.0,690275.0,2.6552488874710562e-11
named_entity_count,4.217391304347826,4.0,2.430839379595977,0.0,9.0,695537.0,2.544369226956063e-12
passive_voice_count,0.37267080745341613,0.0,0.634617904777468,0.0,3.0,562898.5,0.9183698542480716
active_voice_count,2.142857142857143,2.0,0.8038625047660565,1.0,5.0,608342.0,0.014921859849479874
modal_verbs_count,0.422360248447205,0.0,0.7785260580660025,0.0,4.0,656529.0,4.046013918844979e-16
conditional_sentences_count,0.003105590062111801,0.0,0.05572782125753529,0.0,1.0,560584.0,0.22120945714639573
sentence_count,3.62111801242236,3.0,0.9918301745076876,2.0,7.0,813174.5,9.389554860476257e-45
average_sentence_length,18.43817657497782,18.0,4.509012070448036,10.75,30.0,665209.0,1.1018460249075148e-07
stop_words_count,34.642857142857146,33.0,13.39106604252362,10.0,69.0,836390.5,1.3209073181071772e-46
punctuation_diversity,3.267080745341615,3.0,0.6089443802658717,2.0,5.0,626833.0,0.00014034187846566915
readability grades__Kincaid,24.543113398353487,24.55182424916574,7.986140199361515,4.541111111111114,42.21615384615384,808351.5,8.611965380951773e-38
readability grades__ARI,29.75423177750544,28.75084440227704,10.25419518463721,5.055,52.736,799270.5,3.7314635131917755e-35
readability grades__Coleman-Liau,10.124535640632637,9.899858585714288,2.094126347484683,3.2993105000000007,17.1188406,513606.5,0.00736938137076283
readability grades__FleschReadingEase,25.817738260020295,23.886290322580663,22.045337983106645,-22.371153846153817,94.565,348167.5,4.3582966680689734e-30
readability grades__GunningFogIndex,28.1342383189504,28.62527978933509,8.233493374520556,8.0,47.025242718446606,817519.5,1.4859146435861405e-40
readability grades__LIX,79.38219366946261,78.51120448179272,20.8577222695386,30.0,125.0,784335.5,4.9332932201357865e-31
readability grades__SMOGIndex,16.01508812368839,16.41640786499874,3.6793644161553676,3.0,24.213203435596427,751536.0,3.37928044175485e-23
readability grades__RIX,11.51552795031056,11.0,4.753887525503243,2.0,27.0,732480.5,7.068290632326189e-19
readability grades__DaleChallIndex,10.72916322252687,10.780944444444444,1.3704325249725071,6.181909523809524,13.460528915662652,620077.0,0.003389171592289327
sentence info__characters_per_word,4.50661512597536,4.472691161866932,0.35385021289494256,3.5,5.8,482054.5,1.4111805235731727e-05
sentence info__syll_per_word,1.4208318018396207,1.4199046920821115,0.1273187765057545,1.0909090909090908,1.92,535780.0,0.1306816261709061
sentence info__words_per_sentence,59.91614906832298,57.0,20.744307181760245,18.0,109.0,809834.5,3.028375332036248e-38
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,564466.0,1.0
sentence info__type_token_ratio,0.7578132961099949,0.7468354430379747,0.06474191808128793,0.6037735849056604,1.0,398024.5,1.783868568297496e-18
sentence info__characters,268.91614906832297,261.0,90.6287613639855,70.0,483.0,799890.5,2.4798465502065474e-35
sentence info__syllables,84.70496894409938,84.0,28.34989283631965,20.0,152.0,812329.0,5.5374843332202546e-39
sentence info__words,59.91614906832298,57.0,20.744307181760245,18.0,109.0,809834.5,3.028375332036248e-38
sentence info__wordtypes,44.60248447204969,45.0,14.130358605025272,17.0,81.0,811032.0,1.288683453309719e-38
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,564466.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,564466.0,1.0
sentence info__long_words,11.51552795031056,11.0,4.753887525503243,2.0,27.0,732480.5,7.068290632326189e-19
sentence info__complex_words,6.096273291925466,6.0,3.136567328180056,0.0,15.0,751536.0,3.37928044175485e-23
sentence info__complex_words_dc,15.531055900621118,15.0,5.847541070937821,2.0,30.0,726472.0,1.2455610873160669e-17
word usage__tobeverb,3.1739130434782608,3.0,1.6540904358544308,0.0,9.0,760565.0,4.905366855060777e-26
word usage__auxverb,0.36645962732919257,0.0,0.7336117369616986,0.0,4.0,640227.5,2.3579542284386343e-12
word usage__conjunction,3.0559006211180124,3.0,1.6396506246083125,0.0,8.0,807522.0,3.838180014372916e-42
