,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2107.3333333333335,2142.5,1184.105657145051,33.0,4084.0,215927.0,0.6215667576992285
polarity,0.08918170602545601,0.09393939393939385,0.11251860709047073,-0.1666666666666666,0.25,257676.0,2.603053677537117e-05
subjectivity,0.29451413632663637,0.2992592592592592,0.12243899859573046,0.0,0.5833333333333334,154294.5,6.509833448587185e-07
flesch_reading_ease,78.43041666666666,80.31,9.828428188945885,50.16,102.1,280357.5,5.38722019137037e-10
syntactic_complexity,16.880555555555553,16.666666666666668,2.3952551265096274,12.5,26.666666666666668,214406.5,0.7196871759365042
lexical_diversity,0.8268777123869729,0.8043478260869565,0.0955680339847343,0.6458333333333334,0.96,206567.0,0.7366062309285717
text_length,213.83333333333334,186.0,82.2816778499559,108.0,458.0,174286.5,0.0013793506414353834
question_marks,1.0,1.0,0.0,1.0,1.0,210960.0,0.5583606248279686
exclamation_marks,0.0,0.0,0.0,0.0,0.0,204300.0,0.059387297825110846
avg_word_length,4.4605727010581555,4.491935483870968,0.28516381512308353,3.6666666666666665,5.238095238095238,118163.0,2.9359488756464287e-16
unique_word_count,31.408333333333335,29.5,8.80555194738179,18.0,57.0,188311.5,0.050471887720760174
sentiment_score_range,0.28046709656084656,0.2249999999999999,0.1636874450488719,0.0,0.6111111111111112,249662.0,0.00047621872068628863
noun_phrase_count,10.875,9.0,3.1155950913283394,7.0,18.0,195008.0,0.17232143256386412
verb_phrase_count,3.2416666666666667,4.0,2.2862241203108926,1.0,10.0,137123.0,6.542407750395146e-11
named_entity_count,2.8583333333333334,3.0,1.285313507407796,0.0,5.0,181039.0,0.008308095353590336
passive_voice_count,0.09166666666666666,0.0,0.2897647070196328,0.0,1.0,164606.5,3.8483081183014487e-07
active_voice_count,1.6833333333333333,2.0,0.6215098629981036,1.0,3.0,166999.0,5.158776029374798e-05
modal_verbs_count,0.0,0.0,0.0,0.0,0.0,184380.0,4.202294964979185e-05
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,208260.0,0.27158718097923273
sentence_count,2.4833333333333334,2.0,0.5795294140392657,2.0,4.0,168032.0,5.0445646856883015e-05
average_sentence_length,16.880555555555553,16.666666666666668,2.3952551265096274,12.5,26.666666666666668,214406.5,0.7196871759365042
stop_words_count,20.008333333333333,18.0,7.370730022489345,11.0,42.0,187053.5,0.03863630125139827
punctuation_diversity,2.808333333333333,3.0,0.5233350282760827,2.0,4.0,163722.5,1.8312948361236404e-06
