,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2130.8264462809916,2306.0,1132.0810606848931,4.0,3993.0,220173.5,0.47665419991011193
polarity,0.02964700129989388,0.0,0.08547712481660043,-0.1111111111111111,0.2,186971.5,0.02600989534945796
subjectivity,0.14338157251380387,0.125,0.12865960952277278,0.0,0.42,80338.5,2.3860623721787244e-31
flesch_reading_ease,81.33471074380165,84.37,6.69286586279004,65.42,94.86,325418.5,1.4490556503196948e-23
syntactic_complexity,14.496418732782368,13.333333333333334,4.149816041556212,10.5,28.0,129500.0,2.9573419871131773e-13
lexical_diversity,0.8015864500720279,0.8214285714285714,0.05634167800635464,0.6666666666666666,0.9,178142.5,0.0027010065388912703
text_length,238.0082644628099,213.0,65.79532605838713,143.0,366.0,217113.5,0.6588504856360475
question_marks,1.0,1.0,0.0,1.0,1.0,212718.0,0.5567231239534698
exclamation_marks,0.0,0.0,0.0,0.0,0.0,206002.5,0.05833815741273664
avg_word_length,4.380389701501306,4.394736842105263,0.19440508834913778,3.652173913043478,4.904761904761905,84837.0,2.640516941014749e-29
unique_word_count,34.95867768595041,33.0,7.169840414559305,23.0,47.0,236461.0,0.03149996006610471
sentiment_score_range,0.09786501377410468,0.0625,0.1251617769130135,0.0,0.55,124254.5,7.249042380547283e-15
noun_phrase_count,11.47107438016529,11.0,2.8286462609208467,6.0,16.0,217911.0,0.607831474477426
verb_phrase_count,6.090909090909091,6.0,2.380476142847617,2.0,10.0,262242.0,8.551687353214912e-06
named_entity_count,3.15702479338843,3.0,1.9192371073893306,0.0,9.0,188329.0,0.03302082211132456
passive_voice_count,0.008264462809917356,0.0,0.0909090909090909,0.0,1.0,149715.5,4.702774324882135e-12
active_voice_count,2.8512396694214877,3.0,0.9368489474900545,1.0,4.0,308518.0,3.982839568909346e-19
modal_verbs_count,0.008264462809917356,0.0,0.0909090909090909,0.0,1.0,187621.5,0.00012229720941267286
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,209995.5,0.26959881340225145
sentence_count,3.553719008264463,4.0,1.0161234605363374,2.0,5.0,297358.0,5.90720161676117e-16
average_sentence_length,14.496418732782368,13.333333333333334,4.149816041556212,10.5,28.0,129500.0,2.9573419871131773e-13
stop_words_count,23.34710743801653,22.0,6.423538411967935,14.0,35.0,236007.0,0.03476644908427534
punctuation_diversity,2.2975206611570247,2.0,0.6909489621669312,2.0,4.0,82258.5,7.83805787709696e-39
readability grades__Kincaid,17.125509134035216,15.055000000000003,4.66281945038779,9.876666666666669,25.91692307692308,198588.0,0.23239628491641395
readability grades__ARI,20.99633939713982,18.5875,6.231890456555141,11.746428571428574,32.59107692307692,209420.5,0.8121119216184015
readability grades__Coleman-Liau,8.709312214396478,8.729125603448278,1.2378927980123555,4.523994814285718,11.914016785714292,112052.5,9.987159538568583e-19
readability grades__FleschReadingEase,51.430061071953496,56.94921052631581,13.20919003062317,25.023076923076943,77.685,279273.0,3.026369262144742e-09
readability grades__GunningFogIndex,19.82834517052165,18.35121951219512,4.738932940238228,12.628571428571428,29.142857142857142,192619.0,0.08519779174075141
readability grades__LIX,59.52034612477242,55.0,14.10274917539731,31.571428571428573,89.61538461538461,183462.5,0.01141280398456868
