,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,1919.7100840336134,1826.0,1187.1122480345944,6.0,4088.0,389999.5,0.09171723449087593
polarity,-0.005518597590551366,0.0,0.12692643174936205,-0.4124999999999999,0.4166666666666667,315990.5,3.1344156153217117e-10
subjectivity,0.29573866162626666,0.3559523809523809,0.2497056981494923,0.0,0.9,345552.0,8.752820951661721e-06
flesch_reading_ease,67.95563025210083,68.01,15.173091557326524,26.98,104.64,365691.0,0.0014088621090243537
syntactic_complexity,16.683823529411764,17.5,3.3408797829315846,9.5,24.33333333333333,415823.5,0.9313430610858866
lexical_diversity,0.8187989828691564,0.8181818181818182,0.07539301161883993,0.6333333333333333,1.0,392766.0,0.12973927011125894
text_length,248.1218487394958,269.0,93.18647577547837,93.0,451.0,430756.5,0.4013670240062329
question_marks,1.0,1.0,0.0,1.0,1.0,418404.0,0.40962089799987844
exclamation_marks,0.03361344537815126,0.0,0.1806118578443466,0.0,1.0,419219.0,0.6696955792836461
avg_word_length,4.9426883383476214,4.841258741258741,0.5121102960707832,3.947368421052632,6.380952380952381,478855.5,0.00013355144874495695
unique_word_count,33.44117647058823,37.0,10.842695040481338,15.0,59.0,407179.0,0.5339071687798127
sentiment_score_range,0.1933155459153358,0.15,0.23124034602899501,0.0,1.2,345162.0,7.495944387303088e-06
noun_phrase_count,12.008403361344538,13.0,4.10309299474591,5.0,21.0,444381.0,0.09148483466007394
verb_phrase_count,5.651260504201681,5.0,3.057849152983146,1.0,13.0,461816.5,0.005442842054467859
named_entity_count,2.9831932773109244,3.0,1.7525542217115575,0.0,6.0,390596.5,0.09409818545194538
passive_voice_count,0.5630252100840336,0.0,0.7072697306796111,0.0,2.0,474208.0,1.3769872173768947e-05
active_voice_count,2.0714285714285716,2.0,0.7734674905976674,1.0,4.0,434214.5,0.26746132036357717
modal_verbs_count,0.07142857142857142,0.0,0.25808213690838716,0.0,1.0,394672.0,0.013262962879276799
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,413049.0,0.12155798742918643
sentence_count,2.810924369747899,3.0,0.7189173665380039,2.0,4.0,428585.0,0.44727568282039754
