,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2050.879518072289,2068.0,1183.321270895289,9.0,4077.0,581434.5,0.9768074593534123
polarity,-0.012856659513795358,0.0015061327561327002,0.16745314046521517,-0.9,0.4555555555555555,473620.5,1.8290335280028316e-08
subjectivity,0.5184942724011051,0.4888532763532763,0.2036800930732944,0.0,1.0,787221.5,1.9039385559225388e-26
flesch_reading_ease,67.32277108433735,68.1,13.428959918896568,30.02,102.91,494799.5,6.222440995372255e-06
syntactic_complexity,17.261244979919677,17.583333333333336,4.323048728430386,7.5,29.33333333333333,616046.0,0.07758326229023502
lexical_diversity,0.8304997445149768,0.8145833333333333,0.08770044220162151,0.6290322580645161,1.0,584800.0,0.8844746898245427
text_length,237.87048192771084,226.0,96.41043039939846,77.0,570.0,564802.0,0.37293335194401267
question_marks,0.9819277108433735,1.0,0.13341399421404693,0.0,1.0,573138.0,3.905821814420202e-05
exclamation_marks,0.0,0.0,0.0,0.0,0.0,565230.0,0.0017266922052528607
avg_word_length,4.779778407564072,4.646446078431373,0.43030135510951206,3.8333333333333335,6.2105263157894735,559413.0,0.2418978821562101
unique_word_count,33.3855421686747,32.0,11.572528492825139,13.0,81.0,568690.5,0.49035732456245384
sentiment_score_range,0.3374714777915079,0.2045454545454545,0.29885115430923304,0.0,1.5,681739.5,2.220248532344968e-07
noun_phrase_count,11.129518072289157,11.0,4.512296299439147,4.0,25.0,538872.5,0.025089405659823774
verb_phrase_count,4.813253012048193,5.0,3.158655535793282,0.0,15.0,556240.0,0.17956845744678462
named_entity_count,2.894578313253012,3.0,1.9082506825793402,0.0,8.0,517601.5,0.0007110371516171933
passive_voice_count,0.18674698795180722,0.0,0.42725034846422705,0.0,2.0,500773.5,1.2098270540427742e-07
active_voice_count,1.8463855421686748,2.0,1.0032660601575514,0.0,4.0,542477.5,0.031316231251043276
modal_verbs_count,0.2469879518072289,0.0,0.5489539295540488,0.0,4.0,627015.5,6.47374546933853e-05
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,576186.0,0.06747612140545113
sentence_count,2.647590361445783,3.0,0.6015289489312097,2.0,5.0,538837.0,0.015529010515865135
average_sentence_length,17.261244979919677,17.583333333333336,4.323048728430386,7.5,29.33333333333333,616046.0,0.07758326229023502
stop_words_count,22.819277108433734,22.0,10.146830890448188,7.0,57.0,596249.0,0.4598970986498666
punctuation_diversity,2.9518072289156625,3.0,0.5848771804416387,2.0,4.0,519428.0,0.00018151383221463014
readability grades__Kincaid,17.977859154694517,17.198489409141587,6.3652802837652,6.104210526315793,38.93882352941176,571404.5,0.5831165580220312
readability grades__ARI,21.33146023705015,20.499192307692304,8.425413530561572,7.422000000000001,47.501411764705885,564575.5,0.3666724919581338
readability grades__Coleman-Liau,10.524654030888316,9.988863005865104,2.504507288093602,5.223739000000002,18.540008421052637,561709.5,0.2931469375230005
readability grades__FleschReadingEase,40.92850657296925,39.33000000000001,18.997246822990263,-32.71529411764702,85.13947368421054,585780.5,0.8445386739893515
readability grades__GunningFogIndex,21.11340196112628,20.920930232558145,6.924289800604673,9.6,45.294117647058826,576267.0,0.7665724692477138
readability grades__LIX,62.64729046747187,60.0,17.77017235380291,24.26315789473684,120.29411764705884,550034.0,0.09766287317084084
readability grades__SMOGIndex,13.731587604125005,13.954451150103322,3.9308851921376364,3.0,29.83281572999748,576883.0,0.7896271266322263
