,mean,median,std,min,max,u_stat,p_val
sentence info__complex_words_dc,12.805860805860807,11.0,6.732469234631499,2.0,28.0,473050.0,0.7502266157997933
word usage__tobeverb,1.7728937728937728,1.0,1.2775197332414772,0.0,5.0,402738.5,7.617985556973911e-06
word usage__auxverb,0.10989010989010989,0.0,0.3248489281420848,0.0,2.0,474868.0,0.6963460052635464
word usage__conjunction,1.8717948717948718,2.0,0.9085234071267148,0.0,4.0,495029.5,0.31028353933749897
word usage__pronoun,3.457875457875458,3.0,2.1418154474423843,0.0,14.0,666625.5,1.3858666665913687e-28
word usage__preposition,4.7765567765567765,4.0,3.1174143010120225,1.0,17.0,450668.5,0.10556316866038587
word usage__nominalization,0.19047619047619047,0.0,0.42915459856302035,0.0,3.0,443739.5,0.0067942137338337745
sentence beginnings__pronoun,0.09157509157509157,0.0,0.28895490381046124,0.0,1.0,449366.5,0.006276973852644305
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,467649.0,0.011660457771330625
sentence beginnings__article,0.31135531135531136,0.0,0.4638981194200567,0.0,1.0,522469.0,0.00048540619067545825
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,462871.5,0.002377344939872287
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,478569.0,1.0
sentence beginnings__preposition,0.3626373626373626,0.0,0.48164432316812117,0.0,1.0,594513.0,4.98614637351624e-29
topic,37.95238095238095,37.0,20.386196035443156,3.0,92.0,367908.5,1.843638101146881e-10
