,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,2006.7912087912089,1994.0,1195.8408115995776,52.0,4094.0,467750.5,0.5332690806034799
polarity,-0.012464953623170402,0.0,0.22225905490236006,-0.45,0.5,388809.5,2.162543117585615e-07
subjectivity,0.3659306764663907,0.4,0.2583414620848993,0.0,0.85,474508.5,0.8149409589102228
flesch_reading_ease,69.30553113553113,67.76,10.73664285560294,38.96,94.66,420825.0,0.0008822960492133738
syntactic_complexity,17.105311355311354,16.5,4.432278557758693,9.5,29.666666666666668,481931.5,0.8464348097404283
lexical_diversity,0.8743131969482122,0.8695652173913043,0.08262891200094026,0.6746987951807228,1.0,615790.0,2.7045045168124443e-15
text_length,228.22710622710622,181.0,112.77511979556536,86.0,526.0,419273.0,0.0006379711004267988
question_marks,1.0,1.0,0.0,1.0,1.0,479934.0,0.3771555716757896
exclamation_marks,0.0,0.0,0.0,0.0,0.0,464782.5,0.00448118536659297
avg_word_length,5.052673317203047,5.0,0.4708574390488588,4.190476190476191,6.125,622327.5,1.2393230469872678e-16
unique_word_count,31.926739926739927,27.0,13.373389787424053,16.0,82.0,406660.0,3.4286685091312656e-05
sentiment_score_range,0.31409756551083085,0.2125,0.34255612724102624,0.0,1.3,492033.5,0.4366810367484507
noun_phrase_count,10.893772893772894,10.0,4.384933854018267,4.0,26.0,429255.5,0.0044107000190860375
verb_phrase_count,5.366300366300366,4.0,4.060828825213356,1.0,15.0,464995.5,0.43176242892318906
named_entity_count,3.1172161172161172,3.0,1.4402934293679386,0.0,6.0,458526.5,0.24120695414155002
passive_voice_count,0.2454212454212454,0.0,0.46398520100629825,0.0,2.0,437716.5,0.0032968914123691507
active_voice_count,2.021978021978022,2.0,0.7714294692230645,0.0,5.0,479891.0,0.9360595451921735
modal_verbs_count,0.10989010989010989,0.0,0.3248489281420848,0.0,2.0,469123.5,0.3383939049363567
conditional_sentences_count,0.01098901098901099,0.0,0.10444237376477615,0.0,1.0,479050.5,0.8726448767222619
sentence_count,2.490842490842491,2.0,0.6919365041930866,2.0,6.0,375282.5,1.2891549033154066e-10
average_sentence_length,17.105311355311354,16.5,4.432278557758693,9.5,29.666666666666668,481931.5,0.8464348097404283
stop_words_count,20.487179487179485,15.0,10.968572271596004,9.0,67.0,403035.5,1.3437761703723489e-05
punctuation_diversity,3.446886446886447,4.0,0.6047600808921153,2.0,4.0,616684.0,1.0161480502542917e-19
readability grades__Kincaid,17.143511892196408,14.911666666666669,7.761960017077737,6.647619047619049,38.03818181818181,420704.5,0.0008607774340799762
readability grades__ARI,20.671427797752788,17.71333333333333,9.803599048682019,6.587499999999999,48.05181818181818,429642.5,0.0048366445010345335
readability grades__Coleman-Liau,11.886139951074556,11.875660083333337,2.8621064750002962,4.131385260869568,18.000504874999997,606869.5,1.479631998997736e-13
readability grades__FleschReadingEase,40.40835631719449,38.43000000000001,24.111876949558436,-20.55777777777776,84.8057142857143,480508.5,0.9110851662371477
readability grades__GunningFogIndex,20.768752009156934,18.20740740740741,8.127345152498757,10.0,42.02424242424243,447248.5,0.07126425078693754
readability grades__LIX,63.45997667251309,57.333333333333336,20.554191771537813,27.347826086956523,116.05263157894736,452047.0,0.126656290860696
readability grades__SMOGIndex,14.865692573156993,15.24744871391589,4.023395622104732,8.477225575051662,24.908902300206645,546483.0,8.2155785509394e-05
readability grades__RIX,9.64102564102564,8.0,5.241526955625241,1.0,26.0,497276.0,0.2801094731733802
readability grades__DaleChallIndex,10.878522911746385,10.89584117647059,1.7397101982615362,6.40385,13.588055555555556,544039.0,0.0001629126105350966
sentence info__characters_per_word,4.870542598000133,4.82258064516129,0.47648895134894026,3.608695652173913,5.958333333333333,622077.5,1.398522375014057e-16
sentence info__syll_per_word,1.5074404751256032,1.5238095238095235,0.16383846989831277,1.127659574468085,1.851851851851852,589150.0,1.907429909499849e-10
sentence info__words_per_sentence,38.32234432234432,30.0,19.181757734317912,16.0,99.0,391616.5,5.476056495439882e-07
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,478569.0,1.0
sentence info__type_token_ratio,0.8525392177101735,0.8484848484848485,0.09895570504955196,0.6451612903225806,1.0,601068.0,1.7179780711838475e-12
sentence info__characters,186.45787545787545,150.0,92.52360123328323,68.0,435.0,426157.0,0.0025404493763137395
sentence info__syllables,57.827838827838825,47.0,29.138671269069032,22.0,139.0,419838.5,0.0007179087017744844
sentence info__words,38.32234432234432,30.0,19.181757734317912,16.0,99.0,391616.5,5.476056495439882e-07
sentence info__wordtypes,31.157509157509157,27.0,12.587667153254772,16.0,78.0,407509.5,4.2369718561262636e-05
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,478569.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,478569.0,1.0
sentence info__long_words,9.64102564102564,8.0,5.241526955625241,1.0,26.0,497276.0,0.2801094731733802
sentence info__complex_words,5.230769230769231,5.0,3.291288377751236,1.0,16.0,546483.0,8.2155785509394e-05
