,mean,median,std,min,max,u_stat,p_val
Unnamed: 0,1924.8193548387096,1939.0,1167.6019907116752,15.0,4093.0,254578.0,0.18328610884888552
polarity,0.07145404699840184,0.05,0.14591613465608785,-0.1666666666666666,0.45,291688.0,0.11990046670038536
subjectivity,0.41895049380130023,0.45,0.24922205304805464,0.0,1.0,303394.5,0.01381625804912219
flesch_reading_ease,71.70787096774193,74.9,11.790873368348818,31.55,92.83,288013.0,0.20566373014137174
syntactic_complexity,14.565053763440858,13.666666666666666,5.55965346583309,7.0,32.333333333333336,179035.5,6.091055356591665e-13
lexical_diversity,0.8378896235740318,0.8125,0.11609539814204242,0.6136363636363636,1.0,277828.0,0.6349787153893109
text_length,205.5225806451613,213.0,91.67236518576125,84.0,501.0,208340.5,8.600118535745754e-07
question_marks,1.0,1.0,0.0,1.0,1.0,272490.0,0.5058618480891021
exclamation_marks,0.0,0.0,0.0,0.0,0.0,263887.5,0.032158205750837006
avg_word_length,5.139662533174832,5.148148148148148,0.5591026517145634,4.097560975609756,6.583333333333333,367757.0,8.786185083272675e-14
unique_word_count,27.53548387096774,25.0,11.426374946027533,12.0,64.0,181634.0,2.6014265659223267e-12
sentiment_score_range,0.16697926267281102,0.1666666666666666,0.16134089744020483,0.0,0.6166666666666667,220519.5,6.696179450677839e-05
noun_phrase_count,10.458064516129033,11.0,4.940212295871319,3.0,26.0,226101.5,0.00038431759597262245
verb_phrase_count,4.7290322580645165,5.0,2.73578896576224,1.0,13.0,256722.0,0.2416487104421251
named_entity_count,3.425806451612903,3.0,1.216490519106084,0.0,5.0,288965.0,0.17386364518176256
passive_voice_count,0.05161290322580645,0.0,0.22196139792785585,0.0,1.0,202612.0,1.5799051466800497e-11
active_voice_count,2.232258064516129,2.0,0.8282304312544728,1.0,4.0,305592.0,0.005633371581334532
modal_verbs_count,0.4129032258064516,0.0,0.7795028116890182,0.0,2.0,305529.5,5.961922288356802e-06
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,269002.5,0.21147779864942107
sentence_count,2.6516129032258067,3.0,0.7079653339805135,2.0,4.0,247159.0,0.03961744544316823
average_sentence_length,14.565053763440858,13.666666666666666,5.55965346583309,7.0,32.333333333333336,179035.5,6.091055356591665e-13
stop_words_count,15.735483870967743,14.0,9.786737261487483,4.0,49.0,162199.5,1.74610102964257e-17
punctuation_diversity,2.8193548387096774,3.0,0.515612959419408,2.0,4.0,213779.0,2.0526900008535285e-07
readability grades__Kincaid,15.888443288805695,14.675882352941176,5.788587156249575,5.616470588235295,35.2952808988764,218564.5,3.670841204030878e-05
