,mean,median,std,min,max,u_stat,p_val
readability grades__ARI,19.370902310049697,19.95117647058824,7.34948226398826,9.53125,44.50314606741573,226652.0,0.0004665672049178107
readability grades__Coleman-Liau,12.364490679884419,12.502625814814817,2.97414341375664,6.28748384848485,19.462633250000003,366219.0,2.1598989143748966e-13
readability grades__FleschReadingEase,43.04097876101202,43.14897959183676,18.347176937291707,-0.7425301204818879,85.07411764705884,288763.5,0.1855579241571511
readability grades__GunningFogIndex,17.01160751109375,15.952941176470588,6.685868384213909,8.9,38.74606741573034,176800.0,1.6994547807976627e-13
readability grades__LIX,58.94282251461024,59.095238095238095,15.616393514448426,28.764705882352946,110.34831460674158,226520.0,0.0004489118790284466
readability grades__SMOGIndex,11.263543917347276,10.745966692414834,2.96696694414864,8.477225575051662,19.431676725154983,164467.0,4.933353117763566e-17
readability grades__RIX,7.625806451612903,7.0,3.8463144563803806,2.0,20.0,224067.5,0.00020752253070553434
readability grades__DaleChallIndex,10.219793292045559,10.693338095238095,2.0611003495404634,0.0,13.153321621621622,256785.5,0.24633618381188327
sentence info__characters_per_word,4.9738235162765605,5.0,0.5637513212186855,3.909090909090909,6.416666666666667,369673.5,2.8097458414887568e-14
sentence info__syll_per_word,1.5192010441579455,1.5,0.22371001554012035,1.103448275862069,2.1666666666666665,322624.0,7.708276955293932e-05
sentence info__words_per_sentence,34.748387096774195,37.0,16.907154233186834,12.0,89.0,197712.0,9.043917494753537e-09
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,271715.0,1.0
sentence info__type_token_ratio,0.8211264658804027,0.775,0.12626449589649946,0.6222222222222222,1.0,278628.0,0.5913715820947809
sentence info__characters,167.66451612903225,176.0,73.71543014735656,71.0,405.0,210875.5,2.308047159493081e-06
sentence info__syllables,50.961290322580645,49.0,22.279768899617434,21.0,122.0,204254.0,1.6145982194394241e-07
sentence info__words,34.748387096774195,37.0,16.907154233186834,12.0,89.0,197712.0,9.043917494753537e-09
sentence info__wordtypes,26.98709677419355,26.0,11.018866404545584,12.0,64.0,181092.0,1.9209238010765445e-12
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,271715.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,271715.0,1.0
sentence info__long_words,7.625806451612903,7.0,3.8463144563803806,2.0,20.0,224067.5,0.00020752253070553434
sentence info__complex_words,2.567741935483871,2.0,1.9407434471808607,1.0,9.0,164467.0,4.933353117763566e-17
sentence info__complex_words_dc,10.116129032258064,8.0,4.981726137386306,1.0,19.0,204911.5,2.038784859699984e-07
word usage__tobeverb,1.0903225806451613,1.0,0.8555983850877266,0.0,5.0,148702.0,1.194673297519122e-22
word usage__auxverb,0.36129032258064514,0.0,0.7719419849655106,0.0,2.0,294723.5,0.0012423996765432914
word usage__conjunction,1.3548387096774193,1.0,0.7093250448638139,1.0,5.0,192568.0,3.8957777915937994e-11
word usage__pronoun,1.270967741935484,1.0,1.3831531707507505,0.0,7.0,193145.0,3.7288092141063507e-10
word usage__preposition,2.9806451612903224,3.0,2.214095833581933,1.0,10.0,160376.0,3.127979237687636e-18
word usage__nominalization,0.11612903225806452,0.0,0.3214180978603636,0.0,1.0,235548.0,0.00014799033168041902
sentence beginnings__pronoun,0.0,0.0,0.0,0.0,0.0,230252.5,1.4224563116206845e-07
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,265515.0,0.05728703425967219
sentence beginnings__article,0.01935483870967742,0.0,0.13821532899064884,0.0,1.0,217299.0,2.263310195088746e-09
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,262802.5,0.02198461435933203
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,271715.0,1.0
sentence beginnings__preposition,0.1032258064516129,0.0,0.3052398152015035,0.0,1.0,267058.0,0.5200509995020453
topic,52.52258064516129,61.0,27.97571662298846,10.0,98.0,286032.0,0.2662041023799113
