,1,2,6,7,9,10,12,14,19,25,30,31,32,39,40,42,43,44,45,48,49,53,54,55,60,61,62,64,66,68,69,70,73,74,75,78,80,83,85,86,88,101,104,107,108,110,112,113,114,116,119,120,121,122,123,125,126,128,129,130,132,133,138,139,140,141,143,145,146,147,148,149,153,155,159,161,162,163,164,165,167,169,170,171,172,173,177,180,181,183,184,186,187,190,191,192,194,197,205,210,212,213,214,216,221,226,229,230,234,237,241,242,243,246,305,307,308,309,310,311,314,317,318,320,321,323,326,327,331,335,336,338,342,344,350,356,362,364,366,367,375,376,380,382,384,386,401,407,420,423,425,427,430,433,434,442,447,456,459,466,474,482,483,484,489,492,493,494,701,703,705,706,710,711,712,714,715,716,717,719,721,723,725,726,727,728,730,731,732,733,734,736,737,738,739,742,743,744,747,748,749,753,756,758,759,761,762,764,765,766,767,lexical_diversity,cluster
2,0.6086789,0.33097,1.0404582,-0.17184116,0.13499628,0.2328701,0.19132344,1.1513286,-0.5457742,-0.18945625,-0.041407887,0.93959945,0.8329806,-0.64732176,-1.3365602,-0.16973813,0.3625669,-0.55484194,-1.217442,0.12470109,-0.000424393,-0.37292045,-0.7039889,0.99104697,-0.8990711,0.57637364,-0.06895936,0.5758989,0.11427929,0.2377106,-0.045603126,-0.77922946,0.7456456,-1.0027678,-0.20918925,-0.1332012,0.38332096,-1.2655327,-1.0976596,-0.33737555,-0.073030524,-0.14680617,0.17024519,-1.4084257,-0.83345675,0.20342895,0.16735508,0.642331,-0.5592002,0.8228308,-1.6789663,0.61382794,0.7272552,-0.19604196,-0.58336437,-0.037078515,1.1317328,-0.3822698,0.2669253,-0.37822172,-0.22782716,-0.8290446,-0.60882246,0.4954546,-0.7441707,-0.7134586,-0.8950288,0.9136778,0.05589594,-0.2816673,-0.99986064,-0.8424491,0.27825373,-0.5890694,0.6394954,0.31440973,-1.0180627,0.1636317,0.6047012,1.0711528,0.6816451,1.3431942,-1.0658418,0.7788148,-0.008102959,-1.2003239,0.6148543,-0.34886178,0.5660284,-1.0911111,0.6549654,0.16384949,0.4628543,-1.6173321,0.065854795,-0.5133818,0.76032954,0.13195504,0.7279463,0.029351167,-0.7253988,-0.16897814,1.2082579,-0.28939772,0.21889685,0.28936604,1.3203254,0.7790802,-0.83436424,0.12597181,0.8749583,0.87821305,-0.23570015,0.20127015,0.26573315,-0.16347736,-0.29951108,0.19693564,-0.25977564,-0.33223364,-1.2133262,0.70719403,0.9784393,0.28862697,0.6484684,0.26479873,0.39261365,1.171855,0.8701011,0.8887597,-0.23386237,0.27718556,0.056007873,-0.10901006,-0.28021047,-0.24325596,0.26929474,-0.12085707,0.9581469,1.9601793,1.3271569,-0.32122585,0.065955326,-0.7514677,-0.49177027,-0.13834903,-0.48023638,-0.07801284,-0.7309498,0.13956237,0.54079777,-0.43676087,0.49580184,1.054466,0.5854779,0.41799486,-0.5011775,0.51820457,0.42866057,-0.83649206,0.30581537,-0.7836258,0.000563009,-0.48550287,0.6699094,-0.07087752,0.27737424,-0.6555625,0.1669958,0.30329946,0.4788787,0.47634473,-0.9503461,0.31372705,0.3415493,0.48872638,-0.9621666,0.48909461,-0.5512669,-0.48976338,0.033416945,0.10709735,-0.968113,1.1291572,0.49640357,0.40136582,-0.72925425,-1.4219174,-0.6528467,0.33585316,-0.049008258,0.4354844,-1.1920166,-0.5395947,0.9313568,1.775962,0.23067093,0.18154334,-0.03259703,0.08644633,0.4241875,-0.5974397,-0.86578286,-0.12773576,0.08787707,0.19638568,0.69696236,-0.06909217,-1.2427361,0.20096177,1.0369551,0.794871795,100
6,0.935803,1.0921346,0.9312432,0.18924044,0.48194072,0.17014009,-0.53825444,0.92638075,-0.9457134,-0.15916377,1.3548006,0.331464,0.2527377,-0.7972856,-0.60919195,0.771173,1.0039756,-0.21285138,-1.548002,0.30708933,-0.79085374,-0.61075366,0.45112798,1.3157072,-0.8245997,0.25876346,-0.4495978,0.20807509,1.0397345,0.22255945,0.8010589,0.052481767,-0.5812568,-0.6179159,-0.21118659,0.28355315,-0.20208605,-1.0954858,-0.8320921,-0.046427168,-0.022445545,0.13189815,0.18073386,-0.44151887,0.8571423,-0.50210977,-0.2402928,0.52750707,-0.001604315,0.33295238,-1.9664525,1.0295556,0.024719002,-0.046104655,0.033700224,-0.055074506,0.10588,-0.13771616,0.011985337,0.31350958,-0.41846526,-0.20540108,-0.6021553,0.61125726,0.07199357,-0.5300946,-0.033052724,1.184834,0.2066018,0.33822036,-0.5267127,0.43242204,0.31575483,-0.09153469,0.23509514,-1.2205821,-0.109555624,-0.02835233,0.61675173,1.386281,0.4364579,1.5398358,-0.3870833,0.56844395,0.597084,-0.7779425,0.82920045,0.14724307,0.60765463,-0.24883032,0.5847974,-0.32381734,0.44890904,-1.9276913,1.191209,-0.46625197,-0.16259678,-0.43021798,0.16830675,-0.2906094,0.41949472,-0.7028192,0.6926732,-0.7881581,0.32319468,-0.03923288,0.5582384,0.3974574,-0.12935534,0.65378296,0.39105713,0.09602966,-0.37677822,0.07841434,0.41404396,0.12989986,-0.3267556,0.44683447,-0.10969679,-0.1133534,-0.83922446,1.2806436,0.576792,0.2471718,0.8175423,-0.3151217,0.55770075,1.4512992,-1.9090526,-0.10157793,-0.8686902,-0.32500434,-0.45620057,-0.6181262,-0.59234446,-0.25296155,0.8830994,-0.068802804,0.29041904,1.6780081,-0.32069138,-0.08110333,0.37108222,-0.81334305,-0.58925325,0.7249031,-1.0434158,0.72770363,0.61501026,0.04142628,-0.04750885,-0.1368108,0.81477195,-0.1397391,0.9591054,0.8483423,0.33153236,0.07007677,0.92927897,-0.26605004,0.41759527,-0.11068556,0.6607231,-0.2670526,0.6544633,0.29743806,0.095006905,-0.6801679,0.79473215,0.7836821,-0.23361431,-0.011346987,-0.13547793,0.79412055,-0.29221475,-0.6376674,-1.0817518,0.4065407,-0.50786984,-1.2085174,0.48840368,0.001703125,0.6583245,0.1940894,-0.73568374,0.3900824,-0.5021472,-1.0395397,-0.8761307,0.80011827,1.1388147,0.7772086,0.34437692,-0.81195503,0.8099174,0.1515187,1.038656,0.07291887,-0.1828993,-0.28668487,-0.6397868,-0.08645597,-0.59460974,-0.020203227,0.82566637,0.6338849,-0.120925404,-0.7771036,-0.9469702,0.028775929,1.1166735,0.928571429,14
7,0.3083191,-0.003024718,0.48443085,-0.8269284,0.30031857,0.53363574,0.48163757,0.9660114,-1.1626996,-0.3315061,-0.8339196,1.0245017,0.09289633,-0.3588099,-1.1177619,-0.49653888,0.014236576,0.41258964,-1.1702356,0.30115485,0.9556427,-1.1053451,-0.19580053,1.498177,-1.1377324,0.4767345,-0.43631637,0.037901912,0.016418096,0.95183843,-0.30092764,-0.7687165,-0.47267294,-0.8363107,0.7831835,-0.48379308,0.21198887,-1.1093498,-0.09217663,-0.25132507,-0.60138327,-1.2431214,-0.5492691,-0.7332902,-0.018899815,-0.08868235,0.19258338,0.6265982,-1.5784365,-0.9592347,-0.33895454,0.74400795,0.70895594,-0.21438739,-0.113502845,-0.26025364,-0.1694192,0.51293653,-0.40718487,-0.18136632,-0.040706724,-0.25365496,0.84284806,0.91933334,-0.4936184,-0.9770552,-0.22365557,-0.091066785,0.37163863,-0.5150019,0.23198806,0.48006853,0.20741788,-0.07596151,0.868078,-0.13334492,-0.7921156,-0.10654104,0.2962887,0.26418293,0.5519458,1.295802,-0.787726,-0.81558615,0.62242734,-0.07431728,-0.16098362,-1.2060683,-0.27341852,-1.459957,0.7379939,-0.03111481,1.3593168,-0.9855397,0.4514424,0.21847507,0.7874364,0.71207464,0.023626141,-0.35066926,-0.11612892,-0.92853665,-0.11507248,0.24405876,0.54342854,0.49832004,0.67873853,0.49935222,-1.2473322,0.41628808,0.94907385,-0.5740193,-1.0272905,0.41541332,1.1679523,0.5247186,-0.306629,0.009690408,-0.28777584,0.011574808,-1.0507485,1.2929695,0.5265955,0.08303701,0.22314864,0.6125217,0.6255006,0.5661102,1.078913,0.27604297,-0.2933088,0.73055524,0.058860943,-0.025490608,-1.3963125,-0.52823454,0.35894644,-1.1499956,-1.1308115,1.1806544,-0.6569116,0.049437147,-0.35200617,-0.86347705,-0.3044486,0.15136856,-0.7890575,0.3138881,-0.1732432,-0.38149562,0.5973974,0.49986967,-0.5486027,-0.12367953,-0.70197594,-0.085520595,0.10616568,0.27520975,0.048268855,-0.16842939,0.8625212,-0.332755,-0.21141207,-0.46399596,0.32341132,0.6109643,0.19867747,-0.6614794,-0.61585677,0.6625611,0.37088728,0.40543538,-0.65441686,-0.108573936,0.027743127,-0.32183453,-0.8054623,0.2559241,-0.6516069,-0.46510175,0.35889113,-0.8066651,-0.63372225,1.1181623,-0.5513759,0.7515305,0.033658206,-1.6237452,-0.35249913,0.3503719,0.3976269,0.9850016,-0.5773904,-0.82985634,0.5483439,0.046298012,0.5217638,0.7772032,-0.008789305,-0.12167225,-0.39305875,-0.19658259,0.08426755,-0.58628464,0.19894771,0.019816708,0.23603545,-0.55120474,-0.7994638,-0.24673057,0.1574269,0.875,21
17,0.079038136,0.2803847,0.30399305,-0.50315124,-0.35462928,0.08073164,0.28393674,1.1161536,-1.0799326,-0.7832228,-0.5440176,0.28986832,-0.07573596,-0.66991025,-1.5411346,0.47356266,0.478433,-0.63497597,-1.641123,0.55163425,0.99996644,-0.86665046,0.5229662,0.9119031,-0.61457646,-0.22193576,0.28369057,0.20255177,0.44327277,0.7964578,0.3723769,0.23736846,0.2674408,-1.4478568,0.7403417,0.14336915,0.08091412,-1.3726094,-0.64522284,-0.30099323,-0.17603886,-1.2185733,-0.15457268,-0.34704912,-0.17196278,-0.47037584,0.25437534,-0.55920464,-1.3693421,-0.504307,-0.33057663,0.6979683,0.8287727,0.09592519,0.154413,-0.26187816,-0.4471376,0.17569317,0.19149365,0.9051677,1.1391487,-0.9760802,-0.24685238,0.23198137,0.25274262,-0.5423948,-0.3889822,-0.24288456,0.85424495,-0.19990294,0.11824296,0.1319022,-0.15233122,-0.078222185,0.7830048,0.39727375,-0.8183126,-0.75819397,0.90347564,1.3362036,0.5509361,0.94139266,0.019670906,-0.3962195,0.2162092,0.038935352,0.79164374,-1.0269054,-0.14294903,-1.2864311,0.66712356,-0.27826795,0.6101382,0.41556123,-0.25523147,0.23622917,1.9262673,0.61503595,0.12706397,-0.18913452,1.2524492,-0.27254504,0.85125184,0.77453333,0.43587524,0.29767635,1.1499507,0.22603635,-0.23918015,0.36529887,1.3227049,-1.0852548,-0.079173885,0.8716591,0.9523541,0.6891106,-0.9803497,0.094911195,0.09393982,0.7988101,-1.1976779,1.4437683,0.7562689,-0.6942676,0.10434,0.87169164,0.63853604,0.5599925,0.8363434,1.0501225,-0.21313785,0.7415509,-0.34546652,-0.15051627,-1.3426006,-0.42315033,0.59873444,-0.6552775,0.083308525,0.19840787,0.4102315,0.6869697,-0.1947965,-1.151873,0.33885178,0.07296825,-0.03127189,0.47885394,0.13774027,-1.001424,0.549635,0.18080887,0.11184722,-0.54644495,0.005918392,-0.17329888,-0.40211123,0.5490997,-0.07582056,0.016086448,0.52233225,0.5289269,-0.003890889,0.030774511,-0.22762753,0.5982251,0.7853634,-0.65943986,-0.46394128,1.0104387,0.3731604,0.5166816,-0.45739353,-0.5094507,0.48858735,0.35181737,-1.1097088,0.07333728,-0.15099874,-0.36613455,-0.30599272,0.3835769,0.15800586,1.6346147,-0.7371599,0.14318325,0.49051854,-2.161598,-0.44366515,-0.6797842,1.0603812,0.11700875,-0.5530076,-0.1594872,1.7256628,0.10169424,-0.4238386,0.080583096,0.541035,-0.65484774,-0.10409977,-0.8910466,0.88090384,-0.15903382,0.3055286,0.07218773,0.18841523,-0.74498975,-1.810916,-0.29616448,1.1192575,0.76744186,16
18,0.25545552,0.32586855,0.22611077,-0.36734244,-0.34353468,-0.11367814,0.09914131,0.7184832,-1.0177456,-0.5887838,-0.20572194,0.16084959,-0.23714837,-0.84431595,-1.4022827,0.41519853,0.6391866,-0.6734363,-1.687877,0.8257898,0.8540067,-0.8888285,0.6414321,0.8897919,-0.6687234,-0.18851978,0.3475801,0.12625702,0.43034953,0.651311,0.51397234,0.04426384,0.16940203,-1.2638838,0.9095763,0.18130185,0.23047552,-1.4737661,-0.45925206,-0.66562474,-0.005161602,-1.0890428,-0.21680535,-0.420423,-0.08404462,-0.6528269,0.12749974,-0.38046136,-1.2924752,-0.50962967,-0.48783714,0.69373673,0.79517084,-0.24772742,0.31842357,-0.02460337,-0.2792593,0.09637129,0.010584088,0.77228224,1.2679414,-1.0348206,-0.18840276,0.14741404,0.061010685,-0.61593044,0.13227864,-0.17260177,0.8901122,-0.1882646,0.22801524,0.1103861,-0.21997808,-0.22396418,0.65914416,0.637956,-0.81265473,-0.5928002,0.711494,1.3918084,0.6288563,1.3579049,0.15613881,-0.2169648,0.2964466,-0.07278153,0.63641125,-0.8420328,0.13355964,-1.4000105,0.72351366,-0.2593096,0.43511608,0.27616495,-0.13687548,0.26722112,1.6839709,0.7794398,0.04033009,0.02030739,1.2362993,-0.43295437,0.84201676,0.70983243,0.4548273,0.21079485,1.3351707,0.18765591,-0.35017142,0.2250433,1.1992141,-0.8407681,-0.27587703,1.1052725,0.90149146,0.70816714,-0.9345883,0.13589348,-0.09136523,0.84281975,-0.9328229,1.5010753,0.8687813,-0.47649238,0.002353287,0.82586044,0.5645365,0.7151648,0.9628559,1.0091277,-0.19205706,0.71092474,-0.62835556,-0.4374927,-1.0601074,-0.3542093,0.6582824,-0.57257235,0.11171954,0.44431633,0.38667414,0.71478915,-0.023503793,-0.9418466,0.28783306,-0.1983946,-0.17153399,0.39901167,0.17580925,-0.84818274,0.569544,-0.009856246,-0.09477762,-0.5355529,-0.12608726,-0.040893428,-0.12129556,0.51579654,0.16949011,0.09011248,0.5085277,0.5123109,-0.002407837,-0.09010281,-0.30656815,0.55261713,0.39955565,-0.64183915,-0.06338907,1.0739275,0.5720283,0.52841765,-0.46281388,-0.5540068,0.59156346,0.26090837,-1.2071841,0.10719108,-0.33872038,-0.38840425,-0.6979385,0.2960131,0.014786264,1.3839173,-0.7021724,0.27320302,0.5032269,-1.8238335,-0.30070868,-0.00901681,1.0144231,0.30537945,-0.6373983,0.03819624,1.4811072,0.35469496,-0.37143904,0.08535543,0.4665515,-0.72265637,-0.108350344,-0.89847934,1.0777895,0.11365753,0.2552452,0.10508029,0.11312106,-0.40228277,-2.06305,-0.51276726,1.129018,0.818181818,66
21,0.41643098,0.41780055,0.32079673,-0.23806532,0.45022297,-0.021450656,0.09589672,0.84124595,-0.4986588,-0.40767828,0.38329345,0.6035946,0.25252232,-0.69157964,-0.90587664,-0.047533453,0.8974053,-0.433063,-1.6293442,-0.22271672,0.86592656,-0.7271184,-0.16532911,0.8579702,-1.0867934,0.48812053,-0.18206349,0.6134017,-0.06254609,0.31088048,0.3940247,-0.812664,0.07561975,-0.85970616,0.84415275,-0.2401419,0.3884473,-1.2293868,-0.8640666,-0.501238,-0.56823367,-0.28679883,-0.02514196,-1.5931985,-0.33783022,-0.30868596,0.57357925,0.7597791,-0.63875556,-0.23677564,-1.5126662,0.19848622,0.1560285,-0.41371948,-0.84413505,0.61320776,0.60790133,0.062644355,0.78215975,-0.1741955,0.17923032,-0.26283908,0.30723578,0.95810187,-0.47483984,-0.68805057,-0.32349652,0.56998336,0.44933507,0.054451037,-0.17597692,0.14298634,-0.017448604,-0.5458831,0.4458904,-0.51244015,-0.5686581,0.3976604,0.66725206,1.1791579,0.047975056,1.1730897,-0.36871818,0.7287919,0.6000335,-1.2309645,0.64367765,-0.35145554,0.8394738,-1.2298952,0.8694961,-0.78251153,0.33078992,-0.88965935,-0.03993053,0.07755517,0.4122068,0.6439155,0.6416877,0.010219073,-0.20751049,-0.12060586,0.4552747,-0.24755354,0.08167484,0.22075014,1.0742905,0.40400922,-0.61460996,0.64331245,0.90446174,0.28147957,-0.46763632,-0.25461817,0.52585703,0.32815334,-0.13941842,-0.026213577,-0.31160626,0.18648344,-0.93049574,1.1380612,0.5027363,0.27814043,0.79424536,-0.3041606,1.0092531,1.4249074,-0.2246022,0.38200915,0.23528937,0.42028674,-0.72186196,-0.5147699,-0.19512019,-0.11537206,0.69403464,-0.94389224,0.43942767,1.9312801,0.7797269,-0.6952105,0.106900625,-0.8745238,-0.5965469,-0.02248125,-0.112898365,-0.08260836,-0.15458213,0.29847756,0.7714141,-0.10332946,0.24781698,0.72192615,0.7446458,0.2749527,0.26959392,0.17524081,-0.035497706,0.30713066,0.7975114,-0.27300194,-0.26508597,-0.14013456,-0.06301382,0.021073677,0.021455383,-0.6883623,-0.00403749,0.9137534,-0.06504822,-0.19940828,-0.9468985,0.16945817,0.139671,0.018864248,-1.3158841,0.68730444,-0.36851683,0.031343028,-0.09132901,-0.57568616,-0.80581933,0.8613628,0.3721972,0.6056141,0.15725218,-1.1066083,0.047524013,0.50415653,0.20680329,0.11231097,-0.7678822,-0.7473579,1.051196,0.9571581,0.6204834,0.006099423,-0.13341054,0.090017006,0.19472991,-0.3871182,-0.69118935,0.31898412,-0.27799487,0.005748075,-0.5328814,-1.150034,-1.8819059,-0.06424598,1.1295785,0.746268657,65
23,0.2960998,1.1205715,1.1090839,0.46044704,0.3940971,0.43141237,0.51993334,0.48551926,-0.8946661,-0.05160187,0.13808608,0.27119774,0.6342912,-0.8167302,-1.219857,-0.016265836,-0.14077732,0.10576015,-1.0283548,-0.0950733,-0.094948806,-0.7121097,0.35498863,0.78655803,-0.84049815,0.62058324,-0.46779555,-0.033183053,0.1952374,0.22158955,0.56682986,0.43020743,-0.6371272,-0.9671595,-1.0979059,0.43280834,0.26660156,-0.24829173,-1.0888911,-0.72401613,-0.44733658,-0.15153986,0.103606895,0.33763486,0.42474642,-0.10848563,-0.009772882,0.63117033,0.17260094,0.60858124,-1.131791,0.9829479,-0.28764328,0.24950379,0.061279494,0.661884,1.2264794,0.77515495,-0.30306146,0.04429732,-0.6940274,-0.59265846,-0.2542841,1.3696542,0.17410071,-0.32871246,-0.32552785,0.677634,0.91757244,-0.22868146,0.80096173,0.33775178,0.30541736,0.31866515,0.54500735,-1.9202368,-0.9306368,-0.1795911,0.7157655,0.4797028,0.21057437,1.903455,-0.44077492,-0.53096366,0.7018287,-0.4471192,-0.21791749,0.77784306,0.60034084,-0.33309457,-0.42147532,-0.07872944,0.563696,-0.40561882,0.23407795,-0.48557597,-0.32487917,0.2997522,0.6181186,-0.6697362,-0.3924737,0.023950338,1.4358717,-1.0672687,-0.08246792,-0.22753799,0.51453424,-0.013307769,-0.8784322,0.09583909,0.55628026,-0.81712246,-0.17929757,-0.68232846,-0.050096627,0.4544928,-0.5372432,-0.14376761,0.2509331,0.05451554,-0.4397204,0.3946846,-0.22008277,0.57619745,-0.31426474,-0.6021607,0.25296795,0.76815134,-1.1739483,-0.21446978,-0.59447926,-0.51430327,0.103477366,-0.15023708,-0.9307421,-0.02716995,0.76551,-0.16665204,0.13851209,1.1465749,0.6994252,0.29970965,0.85997933,-0.3398044,-0.077065215,0.53074265,-0.25753117,0.100497596,0.23728235,0.056454487,0.83874327,-0.06877571,0.5969176,-0.050839245,0.35785812,0.90010166,1.0993582,-0.29777977,0.261888,0.2922059,0.20959216,-1.0857252,0.1407943,-0.26454985,0.5811807,0.7378334,-0.19310641,-0.7103306,0.8134771,0.33285543,-0.22398725,0.13037844,-0.23801918,0.9575657,-0.038164057,-1.0144054,-0.56108516,0.4168403,0.39081854,-0.95773673,-0.2789081,-0.07729351,0.34039137,0.15737112,-1.4445809,-0.35189563,-0.023731502,-0.8974798,-0.5819732,0.7259156,1.1157094,0.7915385,0.038526278,-0.27734238,0.6987702,0.8704412,0.7306649,0.4267946,0.11496103,-0.30426455,-0.30324847,0.067381926,-0.39711648,-0.16268747,0.91347796,0.11731633,1.0446469,-0.19316104,-1.427302,-0.02258359,0.93277794,0.755555556,14
37,0.400916,0.20612298,0.09866987,-0.17933698,0.237529,0.61543745,0.50866127,0.6165166,-1.3885666,-0.14776498,-0.2919123,0.6721044,0.08401956,-0.5147897,-0.51144266,-0.17389317,0.23745772,-0.5156891,-1.2540606,-0.30818456,0.43296087,-0.3107849,-0.16111977,1.2811605,-1.2919809,0.27550492,-0.040706445,0.70970094,-0.09512153,0.49472377,-0.338678,-0.120238654,-0.24348596,-1.7259064,0.86537474,0.611284,-0.16481279,-1.3558339,-0.787607,-0.67173797,-0.8484956,-0.8006075,0.44528016,-0.27621374,-0.77072346,-1.0942267,0.4333155,0.7136032,-1.042049,-0.27013463,-1.6995351,0.27758542,0.15899311,-0.54828674,-0.6713319,0.4158489,0.8596621,0.3960313,0.002037259,0.010469588,-0.022163605,-0.14171866,0.749332,1.8253564,-0.45355424,-0.7731176,-0.52606773,-0.2208136,0.8833787,0.41463155,-0.14145955,-0.35231996,0.18207234,-0.2660684,0.80632025,-0.62174183,-0.4387954,0.3008616,0.004102039,0.43999538,-0.17747663,1.7617481,-0.038871285,-0.056590557,0.5043969,-0.8252885,1.3811109,-0.5216613,0.53868985,-1.656674,0.7191909,0.05177947,0.7109496,-0.23845673,-0.23186114,-0.196276,0.5264805,0.51657724,0.29668725,0.09267522,0.341493,0.45168057,-0.36328217,-0.13279553,-0.019109186,-0.1080838,0.2680637,0.5310005,-1.4711288,0.897382,0.61237127,0.18111895,-0.25395307,-0.8820221,-0.099134766,0.43175662,-0.06338454,-0.002032297,-0.11035277,0.22017123,-1.2685251,1.8477906,0.6158287,0.21365026,-0.20342016,0.12854373,0.37558883,0.21156976,0.6073569,-0.105178505,-0.44078916,-0.46216273,-0.3119413,0.061436314,-1.1903118,0.13064341,0.8113072,-0.6417199,0.5440823,1.7190596,0.7826615,1.0028496,-0.12541687,-0.6840369,-0.084224805,0.29586095,-0.035662364,0.111281484,-0.42034662,0.37938887,0.63845193,-0.50747454,0.09162241,0.5126749,-0.20401126,0.5232009,-0.09560781,-0.09791102,-0.48446304,0.20410816,0.41757196,-0.021464704,-0.19370335,-0.88227344,0.2620947,0.45747858,0.5963982,-0.665234,0.45360154,1.2387148,0.33688724,0.4793399,-0.40939456,-0.1424689,-0.23507996,0.5823053,-0.6517822,1.1982906,-0.09614536,0.01196212,0.052181143,-0.43769175,-1.0415015,1.2278458,-0.77230096,-0.4269913,0.53267103,-1.5888003,-0.20090276,1.0287259,-0.163275,0.07800686,-0.6840138,-0.60211605,0.44747472,0.6644783,0.505507,0.52493423,-0.14293225,0.2824145,-1.068948,0.122353405,-0.09999868,-0.12192011,0.06792679,-0.5504264,0.20042866,-0.5414937,-1.6664937,-0.13424239,1.0521702,0.909090909,4
45,-0.31649593,0.28406045,0.5139251,0.86789185,0.40181294,0.8546228,0.40383324,0.84505457,-0.40324745,-0.39053008,0.04762852,0.64605135,0.2736921,-0.34701204,-0.9548054,-0.2855938,0.7002356,0.01901416,-1.6974645,-0.46902922,-0.24099535,-0.044136155,-0.23682941,0.9579153,-0.7830375,0.4372518,0.5097565,0.9272802,-0.29571953,0.8349056,-0.000599389,0.6406247,-1.0549712,-1.1815791,1.0518495,1.2293162,-0.33903563,-1.2554132,-0.9053804,-0.09661108,0.10626493,-0.7946933,0.4756554,-0.08661076,-0.45611414,-0.9587688,0.5008295,0.0775966,-0.8819762,-0.10041841,-1.8978332,0.26249814,-0.33924675,0.16293517,-0.2568545,0.15199341,0.06395716,0.6322429,0.24740767,0.3711011,-0.4263647,-1.167681,-0.8527694,0.43515393,-0.577764,-0.5267425,0.08168205,-0.3092927,0.5930865,-0.24405713,0.21281028,-0.21917705,-0.15642582,-0.629349,1.1238862,-0.7005577,-1.096848,0.062731184,-0.15474622,0.8647134,-0.24102505,1.6354607,0.44706658,0.6836109,0.087145,-0.8039648,0.97297335,-0.23045124,1.40262,-0.62665284,0.51496285,0.045825396,1.3943328,-0.82519674,0.18950303,0.35094056,0.70227796,0.45029688,0.13320011,-0.1306894,1.1014299,0.20327242,0.5955755,-0.43078265,-0.42336378,0.18155974,0.9085474,-0.015734175,-0.06765714,0.17260629,0.7429464,-0.59878075,-0.14462756,-0.31868318,0.6281211,0.13357493,-0.22764869,0.14239128,-0.48938128,0.48848328,-0.5462013,-0.13850465,0.31408206,0.20791732,0.2207514,0.7270837,0.22681369,0.738223,-0.23123209,-0.31032786,-0.21771961,-0.45269617,-0.8160343,-0.6620009,-0.21375842,-0.36804414,0.58264685,-0.13793224,1.4021822,0.6792273,0.15112393,-0.15330042,0.3146557,-0.3825467,-0.30551398,0.8729909,-0.343261,0.09635216,-0.5123797,-0.21912615,0.2207195,0.14736225,-0.64848596,-0.117451586,0.35105082,1.3140159,0.39445114,0.15775347,0.12087246,0.37840518,1.1220541,0.063260384,0.44412625,-0.050336093,-0.6402653,0.061521214,0.41642436,-0.73610526,0.5343333,0.5621512,-0.16610019,0.39996973,0.18320827,-0.033073388,0.026672283,0.33587933,-0.5890636,0.8105502,-0.35589758,-0.4381446,-0.34531435,0.27076373,-0.060172647,0.6643803,-0.37850025,-0.3690734,-0.15584426,-0.9616725,-0.53411293,0.48061156,0.16261269,0.4145116,-0.7301886,-0.99374247,0.41076028,-0.034300666,0.46465936,0.48265445,0.2692469,0.13410777,-0.4221625,0.054171678,-0.508598,0.6473931,0.52805984,-0.68382883,0.25955108,-1.4068044,-1.2801918,0.20006019,0.942138,0.962962963,50
