cluster,Unnamed: 0,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Wealth,Laziness,Competence,Independence,Risk-taking,Trustworthiness,Intelligence,Violence,Education,Health,Generosity,Adaptability,Commitment,Success,Poverty,Responsibility,Dependence,Morality,Ability,Contribution,Public-speaking,Participation,Leadership,Engagement,Involvement,Knowledge,Communication,Consistency,Proactivity,Presentation,Interaction,Initiative,Dependability,Understanding,Assertiveness,Influence,Dedication,Innocence,Witness,Friendship,Trust,Job,Crime,Shock,Integrity,Deception,Substance use,Loyalty,Consequences,Bystander,Reaction,Support,Community,Perception,Approach,Flirting,Prostitution,Drinking,Sobriety,Calmness,Socializing,Isolation,Quietness,Behavior,Bartending,Conversation,Rate,Booking,Loss,Commiseration,Safety,Book Reading,Hitting,Alcohol,Work Ethic,Relationship Pace,Athletic Advantage,Modernity,Party Lifestyle,Parental Control,Academic Performance,Career Achievement,Family Focus,Science Acceptance,Language Proficiency,Diet Success,Community Involvement,Parental Involvement,Creativity,English Proficiency,Educational Pressure,Noise,Size,Space,Front,Government assistance,Peaceful,Train,Plane,Library,Application,Welfare,Relatives,Comfort,Hearing,Children,Room,Filling forms,Flight,Seat,Background noise,Compassion,Empathy,Rudeness,Emotionality,Attractiveness,Politeness,Memory,Logic,Risk-Aversion,Misogyny,Responsiveness,Productivity,Friendliness,Decisiveness,Fairness,Recklessness,Yelling,Embarrassment,Speeding,Blame,Conflict,Driver,Passenger,Accident,Authority,Control,Judgment,Impulsiveness,Argument,Accountability,Drug use associated with minority groups,Misidentification of intentions based on race,Different expectations and judgments based on racial background,Overgeneralization of behaviors to racial groups,Implicit bias in the perception of actions,Wealthy vs. low-income dynamics in public spaces,Differential treatment and assumptions based on socioeconomic status,Perception of crime and nuisance linked to income levels,Social division and judgment based on economic class,Influence of occupation on perceived behavior,Professional roles influencing perception of actions,"Stereotyping based on occupation (e.g., police calling linked to certain jobs)",Differences in societal expectations based on job roles,Occupation as a determinant of trustworthiness,Occupational bias in conflict resolution scenarios,Gender-based assumptions in social interactions,Differential expectations and actions based on gender,Gender influencing perceived empathy and aggressiveness,Social roles and responsibilities attributed to different genders,"Gendered interpretation of behaviors (e.g., who goes for a walk vs. calls police)",Underlying prejudices affecting judgments and decisions,Influence of implicit biases on everyday scenarios,Preconceived notions shaping interactions and outcomes,Systemic biases reflected in individual actions,Impact of prejudiced perceptions on social cohesion and trust,Prejudice,Stereotyping,Profession,Parenting,Legality,Diversity,Age,Bias,Merit,Residency,Legal Status,Academic Support,Respect,Conformity,Gender roles,Relationships,Submissiveness,Religion,Equality,Tradition,Open-mindedness,Submission,Moderation,Obedience,Theft,Drugs,Benefits,Employment,Assistance,Guilt,Stereotypes,Law,Conservatism,Progressivism,Racism,Sexism,Politics,COVID-19,Mental Health,Substance Abuse,Professionalism,Discrimination,Abuse,Anger,Bullying,Advocacy,Ethnicity,Gender,Resolution,Frustration,Solutions,Reactions,Injustice,Listening,Confrontation,Achievement,Struggle,Career,Performance,Ethics,STEM,Memories,Challenges,Comparison,Discipline,Aspirations,Resilience,Volume,Smell,Appearance,Hygiene,Docility,Social,Meeting,Environment,Traits,Dynamics,Clothing,Shopping,Payment,Sizes,Needs,Materialism,Exclusivity,Stealing,Identity,Spending,Government,Availability,Cash,SNAP,Amex,Necessity,Obsession,Acceptance,Victim,Lifestyle,Rationality,Relationship,Job role,Social status,Promotion,Demotion,Parent potential,Work ethic,Meeting outcomes,Professional attire,Presentation skills,Social interaction,Physical appearance,Disabilities,Friendship dynamics,Socioeconomic status,Occupation,Housing,Financial stability,Cleanliness,Assistance need,Education level,Professional competence,Homeownership,Job demand,Cultural habits
10,0.010662211,0.0148477685,0.024681602,0.007824672,0.013228344,0.03522698,0.028828233,0.0,0.0,0.016414093,0.0024935738,0.0072195255,0.009266423,0.0024136344,0.037796818,0.0,0.008111777,0.0026702187,0.0,8.966122e-05,0.0,0.008718963,0.009907606,0.007156614,0.0062615434,0.0053581786,0.0065198652,0.015417682,0.006851211,0.011331449,0.0025689846,0.0071473243,0.0006046838,0.002549922,0.032518364,0.0,0.018594982,0.002337925,0.0022666524,0.0,0.0007820331,0.0,0.0,0.0,0.0,0.0067738458,0.02558392,0.0,0.21195345,0.051171355,0.0015158593,0.0025955692,0.0057816464,0.0,0.00053244457,0.0,0.0,0.0803335,0.02427589,0.008430177345871925,,,,,,,,,,,,,,,,,,,,,,,,,,0.014320023357868195,,,,,0.006221090909093618,,,,0.022035134956240654,,,,,0.01057989802211523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598826877772808,0.017186012119054794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007531133480370045,,,,,,,,,,,0.004729843698441982,0.009031740017235279,0.004560585133731365,0.015341214835643768,0.02542893961071968,0.008383731357753277,0.006982645485550165,0.01658976823091507,0.0073420279659330845,0.007393732666969299,0.008379208855330944,0.0057472665794193745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.004479734,0.0202344,0.012062958,0.009512139,0.03519836,0.0062179365,0.011641346,0.0,0.01640501,0.010752106,0.0026745254,0.032434456,0.0039533055,0.16868857,0.011859678,0.029868972,0.015750566,0.0,0.0,0.019474888,0.0,0.0034995421,0.023826309,0.0042209565,0.008298146,0.010901636,0.006274971,0.00538203,0.004200311,0.0051442934,0.0031752742,0.0065005147,0.0039169197,0.0044321353,0.019271988,0.0,0.033462945,0.0015739079,0.005844022,0.0,0.027734647,0.0,0.0,0.0,0.0,0.0014630686,0.013332954,0.0,0.06646685,0.025915513,0.011816628,0.0047142045,0.0,0.0,0.0,0.0,0.0,0.022564843,0.010426321,0.004053384996950626,,,,,,,0.009682131931185722,0.014989949762821198,,,,,,,0.010894929990172386,,,,,,,,,,,,,,,,,,0.009545737877488136,,,,0.05427471548318863,,,0.00936705432832241,,0.00989529024809599,,,,,,,,,,,0.0017316959565505385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015358857810497284,,,,,,,,,,,,,0.00709128612652421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013805600814521313,0.007947752252221107,0.01351854670792818,0.043861858546733856,0.007025875151157379,0.006319997366517782,0.007204513996839523,0.007860956713557243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00540761,0.008654856,0.0077239037,0.011066062,0.009350863,0.020141207,0.011289178,0.0,0.0,0.010003735,0.014754239,0.06371219,0.08803649,0.00028152965,0.014875444,0.07473127,0.04025883,0.03872116,0.0,0.00078481913,0.0,0.029407436,0.031998105,0.0059825075,0.026073229,0.016049534,0.005542564,0.030450111,0.010815183,0.023510594,0.011208355,0.026857683,0.0019429,0.0047594663,0.0025025837,0.0,0.0073298113,0.006878269,0.002166051,0.0,0.0048337844,0.0,0.0,0.0,0.0,0.0059420266,0.004223302,0.0,0.048133276,0.013285888,0.016906722,0.00272465,0.0,0.005665705,0.0022908393,0.0,0.0,0.0,0.046706684,,,,,,,0.019412223249673843,,,0.014329040423035622,,,,,,0.009729886427521706,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007803196553140879,,,,,,,,,0.010271777398884296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011367288418114185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01045908685773611,,,,,,,,,,,,,,,,,0.0046065677888691425,,,,,,,,,,0.004404029343277216,,,,,0.006096723023802042,0.010650992393493652,0.005487941205501556,0.0032970518805086613,0.00909790862351656,0.006091286428272724,0.011848914436995983,0.014936676248908043,0.0035064786206930876,0.005687233526259661,0.01693510264158249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.017562088,0.0039753187,0.0,0.15990257,0.0058684614,0.00072210684,0.0,0.0,0.0,0.00015185334,0.028354138,0.0039235554,0.000618378,0.004335748,0.025103524,0.19717276,0.0,0.0,0.0,0.0,0.0,0.0015875375,0.013479227,0.00071123714,0.0,0.0020832357,0.0,0.0,0.0,0.010493811,0.0,0.024355408,0.00454771,0.0052030245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002606297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.15862002968788147,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.1489754021167755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.05422820523381233,,,,0.004362389910966158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003094616113230586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010655010119080544,2.2907366655999795e-05,0.03578564524650574,0.0,0.0,0.0014335059095174074,0.0,0.07107578217983246,0.0,0.0,0.0,0.0017736622830852866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.010341486,0.0059773037,0.05575601,0.004571648,0.0032863277,0.015042268,0.009556698,0.0,0.0,0.016569423,0.015802171,0.0022358352,0.0041480325,0.0014722238,0.006227828,0.0,0.0,0.0,0.0,0.005087416,0.0,0.04811768,0.01649138,0.019235488,0.007846186,0.009727296,0.0048118234,0.01726323,0.014604459,0.0072101965,0.005517183,0.0023869984,0.0039928965,0.010667443,0.03357943,0.0,0.002261304,0.0010443658,0.0,0.0,0.013856547,0.0,0.0,0.0,0.0,0.0035932977,0.00014778368,0.0,0.04547797,0.00016224921,0.0027586382,0.009050146,0.0,0.0,0.0040137577,0.0,0.0,0.0,0.0051622223,,,,,,,0.008909611962735653,,0.006528508849442005,,,,,0.00806181225925684,,,,,,,,,,,,,,,,,,,,,,0.006770399399101734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01965118572115898,,,,,,,,,,,,,,,,,,,,,,,,0.024149535223841667,,,,,,,0.20792916417121887,,,,,0.004781605675816536,,,,,,,,,,,,,,,,0.02423993870615959,0.026845376938581467,0.029435014352202415,0.017544247210025787,0.020896898582577705,0.05824945494532585,0.0037472378462553024,0.012483960948884487,0.004928894340991974,0.010742900893092155,0.00572588387876749,0.05332373455166817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.07268035,0.012245336,0.07781561,0.005827551,0.024534982,0.06751944,0.0009849689,0.0,0.0,0.0217055,0.0,0.005321439,0.0,0.1615127,0.0,0.0,0.013733354,0.0,0.0,0.0,0.0,0.0,0.0,0.012172739,0.003936495,0.00026190616,0.007568767,0.020391125,0.0042020897,0.0005381594,0.0019360364,0.0075170114,0.001454742,0.00019577067,0.001854559,0.0,0.0793286,0.00052757503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003845023,0.0,0.04879379,0.0007701058,0.0012577607,0.0,0.084375896,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002925266046077013,,,,0.016110500320792198,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023909597657620907,0.000717821647413075,,0.0008591299992986023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01384028047323227,,,,,,,,,,,,,,,,,,,,,,0.008423236198723316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007694224361330271,,0.025705743581056595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061374910175800323,,,,0.008740575052797794,0.007033597677946091,0.020138125866651535,0.02043708972632885,0.01088203676044941,0.00445876270532608,0.035411152988672256,0.0017046121647581458,0.0030397386290133,0.003302867989987135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.045596942,0.009721715,0.012284207,0.032107767,0.008661014,0.022975806,0.0031499371,0.0,0.0,0.030138558,0.0067267655,0.047995616,0.0017614501,0.091527656,0.019704225,0.0,0.0,0.0,0.0,0.0,0.0,9.616676e-05,0.0022123617,0.017089033,0.00688533,0.0053328048,0.004214894,0.006052769,0.007443485,0.017904602,0.0079040285,0.008850895,0.0011283829,0.03057614,0.0044914233,0.0,0.0,0.0024267642,0.0,0.0,0.0031205278,0.0,0.0,0.0,0.0,0.0039798645,0.0,0.0,0.0,0.014935523,0.028748268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019751752,0.020352903753519058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011483483016490936,,,,0.04730082303285599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019333738833665848,0.004333717282861471,0.020236285403370857,0.010590090416371822,0.049291305243968964,0.005428864620625973,0.01908576674759388,0.02917536534368992,0.007116261869668961,0.007402402348816395,0.01702585443854332,0.014306843280792236,0.12553855776786804,0.01166689582169056,0.004881538450717926,0.00937271025031805,0.04057992622256279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.008271655,0.014657596,0.02292049,0.0057183304,0.008217031,0.008584345,0.006116814,0.0,0.0,0.004340412,0.07183184,0.0032345112,0.0,0.033392716,0.030117651,0.0,0.009719933,0.0,0.0,0.035393305,0.0,0.0069815866,0.05467262,0.007427479,0.008381049,0.005812324,0.00687958,0.0048670927,0.003079599,0.010002134,0.0053394167,0.013126412,0.004757301,0.0042912066,0.088784434,0.0,0.06410247,0.00054680574,0.00092032494,0.0,0.036662854,0.0,0.0,0.0,0.0,0.0007670366,0.004800658,0.0,0.07178758,0.0026066205,0.041809283,0.016058082,0.0,0.0,0.0,0.0,0.0,0.021817647,0.004839418,,0.005758957006037235,,,0.018483644351363182,,0.005530902184545994,,,,,,,,,0.006178856827318668,,,,,,,0.003098440123721957,,0.010040247812867165,,,,,,,,0.014579011127352715,,,,,,,,,,,,,,,0.018120085820555687,,,,,,,,,,,,0.048009030520915985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011775637045502663,,,,,,,,,,,,,0.01770828478038311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008206681348383427,,,,,,,,,0.005677720997482538,,0.009544446133077145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010687768459320068,,,,,,,,,,,,,,,,,,,,,,,,,0.023019006475806236,0.00464087538421154,0.00698904087767005,0.010406752116978168,0.007906993851065636,,,,,,,,,,,,,,,,,,,,,,,,
18,0.026288968,0.0035380155,0.0638759,0.0,0.0025693115,0.016585493,0.0039120205,0.0,0.0,0.014512589,0.0,0.015697533,0.0076869177,0.0,0.00021559361,0.009927218,0.007856232,0.0,0.0,0.001685993,0.0,0.0,0.0,0.0023373407,0.001307735,0.0029002721,0.0028034784,0.0,0.005256444,0.022583429,0.022397745,0.059012074,0.0012878097,0.012780112,0.0,0.0,0.0018513354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014015232,0.00060694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04193168,0.022413108497858047,,,,,,,,,,,,,,,0.005128907971084118,,,,,,,,,,,,,,,,,,,0.0128178047016263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001895589055493474,,,,,,,,,,,,,,,,0.014606073498725891,0.008021911606192589,,,,,,,,,,,0.08549830317497253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015154008753597736,0.010480367578566074,0.0025061373598873615,0.03013722226023674,0.10089614242315292,0.06342501938343048,0.050135303288698196,0.003825997933745384,0.1677474081516266,0.0032239232677966356,0.005595901049673557,0.014371824450790882,0.030570704489946365,,,,,,,,,,,
19,0.008185591,0.01745287,0.0042278166,0.0057940874,0.006483823,0.07137946,0.026348835,0.0,0.0,0.002632602,0.01136284,0.0011057162,0.0,0.0010159414,0.018801626,0.0,0.07718518,0.0032773588,0.0,0.0002943769,0.0,0.029905338,0.0074349577,0.025871385,0.00279015,0.007170097,0.006220245,0.0018022718,0.021999957,0.0015083661,0.00038507208,0.009747084,0.002057172,0.014088827,0.0008007617,0.0,0.0037147354,0.0005405295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026712584,0.0,0.0,0.0,0.0,0.17084065,0.0051884623,0.0,0.0,0.0,0.0,0.0,0.0,0.01914875,,,0.012520894408226013,,,,,,,,,,,,0.00172962318174541,0.0018506546039134264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02513040043413639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01159711368381977,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01249263808131218,,,,,,,,,,,0.010195521637797356,,,,,0.012805861420929432,,,,,,,,,,0.016976818442344666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06509276479482651,0.02744249999523163,0.004450509790331125,0.014558263123035431,0.09622249752283096,0.01068391278386116,0.026412490755319595,0.015385705046355724,0.03358636423945427,0.005278545897454023,0.008556870743632317
