,mean,median,std,min,max,u_stat,p_val
polarity,0.033980080940092174,0.0,0.11226452276438866,-0.427777778,0.4,362930.0,0.25416933841880573
subjectivity,0.3734553325668203,0.340740741,0.18728286857422402,0.0,0.8,378522.0,0.9026261569147208
readability_score,75.91599078341014,75.91,11.164947341100374,45.42,99.57,465048.5,3.609398927354497e-08
syntactic_complexity,15.261136712718896,14.33333333,3.349714399648493,9.5,24.33333333,291781.5,7.987136570823017e-09
lexical_diversity,0.8258529888709678,0.793103448,0.09168228112848645,0.636363636,1.0,361941.0,0.22955849412578133
text_length,185.17511520737327,172.0,71.4117347455001,94.0,369.0,249766.5,1.8671704898063352e-17
question_marks,1.0,1.0,0.0,1.0,1.0,381486.0,0.43109652202363935
exclamation_marks,0.0,0.0,0.0,0.0,0.0,369442.5,0.011263334873985209
avg_word_length,4.404717687211982,4.378378378,0.420335759430911,3.391304348,5.666666667,190332.5,3.8097423022044627e-35
unique_word_count,27.677419354838708,27.0,8.597323914720421,16.0,47.0,263390.5,2.5745579434714406e-14
sentiment_score_range,0.13075259675576037,0.116666667,0.1258686263018785,0.0,0.622222222,277488.5,1.8416261542311703e-11
noun_phrase_count,9.705069124423963,9.0,3.7411156634400826,5.0,18.0,285440.5,5.793896807078379e-10
verb_phrase_count,3.5299539170506913,3.0,2.23405388411421,0.0,10.0,276226.0,9.144533516900357e-12
named_entity_count,3.52073732718894,3.0,1.716149709146053,0.0,7.0,405060.0,0.10339560347037811
passive_voice_count,0.1935483870967742,0.0,0.3959924694262429,0.0,1.0,333291.0,0.00012603146209964
active_voice_count,1.8156682027649769,2.0,0.9042766909775823,0.0,3.0,345271.0,0.01618727150801127
modal_verbs_count,0.009216589861751152,0.0,0.09578058500679064,0.0,1.0,336830.5,3.5887675084937416e-07
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,376603.5,0.13929935931593335
sentence_count,2.4700460829493087,2.0,0.5002559508741987,2.0,3.0,304320.0,8.51520883566546e-08
average_sentence_length,15.261136712718896,14.33333333,3.349714399648493,9.5,24.33333333,291781.5,7.987136570823017e-09
stop_words_count,18.382488479262673,17.0,6.872938565092997,8.0,34.0,301118.0,2.4284659208292305e-07
punctuation_diversity,3.184331797235023,3.0,0.6892922030987826,2.0,4.0,410743.0,0.023601481783344615
readability grades__Kincaid,14.101217567225806,12.70384615,4.862934058749645,6.206086957,26.56686567,245982.0,2.1712775466879696e-18
readability grades__ARI,15.972247007096774,14.88666667,6.718205622125719,5.428695652,32.94865672,234642.5,2.4009916152838965e-21
readability grades__Coleman-Liau,8.428554863115208,8.615960731,2.190116238085962,2.086219696,13.27908911,207201.5,1.80714960514097e-29
readability grades__FleschReadingEase,55.26023067004608,55.21529412,15.137095413304847,21.91153846,91.53347826,534924.0,8.609027710551013e-24
readability grades__GunningFogIndex,16.609450792156682,16.55384615,5.895199281787494,8.4,29.70169492,240231.5,7.348231045082906e-20
readability grades__LIX,51.57475790059908,50.0,14.659952355966817,21.0,87.89552239,233401.5,1.1024610496521113e-21
readability grades__SMOGIndex,10.566609876059909,10.74596669,4.470050569353739,3.0,19.43167673,237699.5,8.615712816448334e-21
readability grades__RIX,5.8986175115207375,5.0,3.10746531315632,0.0,14.0,230350.0,1.2238089980854654e-22
readability grades__DaleChallIndex,9.076660928497695,9.335166667,1.9055720212668434,0.0,11.64397692,208798.0,5.844921411960558e-29
sentence info__characters_per_word,4.287658967115208,4.295454545,0.37283805881083687,3.260869565,5.210526316,218929.0,7.879106411970795e-26
sentence info__syll_per_word,1.3787683402304147,1.366666667,0.1400902218645303,1.064516129,1.789473684,292198.5,9.448969061861107e-09
sentence info__words_per_sentence,34.414746543778804,31.0,12.916159992044546,17.0,67.0,280402.0,7.545578019997388e-11
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,380401.0,1.0
sentence info__type_token_ratio,0.7995751958479262,0.76,0.10507075964329843,0.590909091,1.0,355149.0,0.1002715363465855
sentence info__characters,147.63133640552996,137.0,57.57750440478928,75.0,297.0,244150.5,7.494662460452993e-19
sentence info__syllables,46.96774193548387,42.0,16.88122644986474,24.0,91.0,252821.5,1.0095874432620215e-16
sentence info__words,34.414746543778804,31.0,12.916159992044546,17.0,67.0,280402.0,7.545578019997388e-11
sentence info__wordtypes,26.483870967741936,26.0,7.552959178603044,16.0,47.0,249218.5,1.3293083897515797e-17
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,380401.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,380401.0,1.0
sentence info__long_words,5.8986175115207375,5.0,3.10746531315632,0.0,14.0,230350.0,1.2238089980854654e-22
sentence info__complex_words,2.5714285714285716,2.0,2.228958045422562,0.0,9.0,237699.5,8.615712816448334e-21
sentence info__complex_words_dc,8.294930875576037,8.0,3.917626610473308,1.0,16.0,218742.0,5.731083039598116e-26
word usage__tobeverb,1.9216589861751152,2.0,0.9120291854009066,0.0,4.0,357026.5,0.11878968294599959
