,mean,median,std,min,max,u_stat,p_val
word usage__auxverb,0.009216589861751152,0.0,0.09578058500679064,0.0,1.0,341191.5,1.759812002654816e-06
word usage__conjunction,1.4055299539170507,1.0,0.7146397825300064,0.0,5.0,287986.0,1.0053610888744389e-10
word usage__pronoun,1.3179723502304148,1.0,1.1487914499717724,0.0,7.0,292053.5,3.5206301383680366e-09
word usage__preposition,4.1658986175115205,4.0,1.64151529162447,2.0,8.0,347189.5,0.02944950084933735
word usage__nominalization,0.018433179723502304,0.0,0.13482271076659771,0.0,1.0,295508.0,4.17224078363283e-14
sentence beginnings__pronoun,0.3686635944700461,0.0,0.4835579575856728,0.0,1.0,462593.5,9.069779513565188e-17
sentence beginnings__interrogative,0.02304147465437788,0.0,0.1503821155566606,0.0,1.0,380486.0,0.983040790220034
sentence beginnings__article,0.0,0.0,0.0,0.0,0.0,296856.0,9.161617371125314e-15
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,367923.5,0.006735785202020994
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,380401.0,1.0
sentence beginnings__preposition,0.3087557603686636,0.0,0.4630482938941019,0.0,1.0,452065.0,1.5639041338207893e-15
topic,40.97695852534562,44.0,20.697880191225117,13.0,94.0,310729.0,5.7593464175106145e-06
