,mean,median,std,min,max,u_stat,p_val
polarity,-0.007042701596899225,0.0,0.16081056735346844,-0.8,0.4,360148.0,4.097283351371368e-08
subjectivity,0.29995156628682174,0.2833333335,0.25595738380822086,0.0,1.0,370699.0,1.2498603890759023e-06
readability_score,69.51271317829458,70.84,17.18500585024792,26.47,104.64,440714.5,0.4926168997225636
syntactic_complexity,15.282235142015505,15.5,3.5865401874627434,10.0,25.0,353871.0,5.143661808156719e-09
lexical_diversity,0.8483143997209303,0.844444444,0.07577854208349172,0.655737705,1.0,511909.5,0.0003996826607147021
text_length,231.7984496124031,235.0,92.8566008662561,93.0,451.0,423267.0,0.08509989150795919
question_marks,1.0,1.0,0.0,1.0,1.0,453564.0,0.39059983650449825
exclamation_marks,0.0,0.0,0.0,0.0,0.0,439245.0,0.005725526190897752
avg_word_length,4.9816281519224805,4.9061583575,0.5340960145434874,3.85,6.380952381,541113.5,1.33850513344727e-07
unique_word_count,32.13565891472868,33.5,11.011534797265064,16.0,59.0,409295.0,0.01070605965975898
sentiment_score_range,0.16759567572093023,0.1125,0.1912441401005162,0.0,0.8,351215.5,1.7515826486629023e-09
noun_phrase_count,11.313953488372093,12.0,4.348428656414799,5.0,21.0,435050.5,0.30540168485210495
verb_phrase_count,5.391472868217054,5.0,3.091006938241503,1.0,13.0,476668.0,0.14530684121602644
named_entity_count,3.2868217054263567,3.0,2.086434966830044,0.0,9.0,448332.5,0.8123520950548235
passive_voice_count,0.7131782945736435,1.0,0.7453492477766933,0.0,3.0,566405.5,1.354721767246504e-16
active_voice_count,2.0775193798449614,2.0,0.9591858017853973,0.0,4.0,476521.0,0.1302241637757804
modal_verbs_count,0.08914728682170543,0.0,0.285510072621765,0.0,1.0,435632.0,0.08090822340561948
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,447759.0,0.10696541128197565
sentence_count,2.86046511627907,3.0,0.8345103743670602,2.0,5.0,467826.0,0.3196939225927389
average_sentence_length,15.282235142015505,15.5,3.5865401874627434,10.0,25.0,353871.0,5.143661808156719e-09
stop_words_count,19.53875968992248,19.0,9.256002869334237,7.0,40.0,373001.0,2.4948679386268408e-06
punctuation_diversity,2.9689922480620154,3.0,0.7933378679366815,2.0,5.0,394714.0,8.74515198790407e-05
readability grades__Kincaid,17.48967293292248,16.86615385,6.283061821780813,4.862105263,32.32055556,437296.5,0.3739853697671175
readability grades__ARI,20.964631736589144,21.05879121,8.056317438383877,5.997,38.83958333,436032.5,0.3350145173626492
readability grades__Coleman-Liau,11.653086843003875,11.33614232,2.989741030091229,4.4752807,18.90936262,547764.5,1.4424812593462163e-08
readability grades__FleschReadingEase,39.76865288074032,38.345,22.231640784329088,-8.42,94.04473684,436687.5,0.3548706615100604
readability grades__GunningFogIndex,20.742612414527134,19.0,6.824098910301323,7.6,34.35555556,439129.0,0.43523459546454335
readability grades__LIX,65.60707671786822,65.3902439,16.69711575099462,30.0,103.9444444,477730.5,0.13076982167824833
readability grades__SMOGIndex,14.326778435697676,13.95445115,4.19359122161562,3.0,23.49390153,485647.5,0.046079418409877636
readability grades__RIX,10.011627906976743,9.0,4.828967841427113,2.0,23.0,503844.0,0.0021486360209424563
