,mean,median,std,min,max,u_stat,p_val
word usage__auxverb,0.04945054945054945,0.0,0.2174048983034335,0.0,1.0,298722.5,0.007242057249213015
word usage__conjunction,1.7032967032967032,2.0,0.7357411491500306,1.0,4.0,306248.0,0.3274493880732656
word usage__pronoun,3.17032967032967,3.0,2.029778013908083,1.0,14.0,423751.0,1.7762190653125208e-14
word usage__preposition,3.5164835164835164,3.0,2.10950303048808,0.0,17.0,228684.0,8.013263789666165e-11
word usage__nominalization,0.2087912087912088,0.0,0.47048778065481367,0.0,3.0,298681.0,0.05038973982913608
sentence beginnings__pronoun,0.04395604395604396,0.0,0.20556285280901673,0.0,1.0,284385.0,5.524090097514222e-05
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,311766.0,0.03940716317653406
sentence beginnings__article,0.5714285714285714,1.0,0.49623682509712874,0.0,1.0,431288.0,1.4231684324408477e-27
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,308581.0,0.013069717000481705
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,319046.0,1.0
sentence beginnings__preposition,0.19230769230769232,0.0,0.39520070269435853,0.0,1.0,341999.0,0.004083620638930407
topic,41.07692307692308,25.0,33.338621198370134,2.0,97.0,267614.0,0.00024004694792950648
