,mean,median,std,min,max,u_stat,p_val
polarity,-0.060798703929078005,-0.0875,0.12358925356767422,-0.266666667,0.327777778,138187.0,5.079042964328765e-19
subjectivity,0.5399636648794326,0.466666667,0.248510345080307,0.0,0.95,327949.5,4.280409626170266e-11
readability_score,71.97078014184397,74.19,11.861114141291521,36.45,95.67,264099.0,0.1673719294972944
syntactic_complexity,16.988770685602837,16.66666667,3.8284676656895376,10.5,25.33333333,252368.0,0.6716904145649123
lexical_diversity,0.8189957755886526,0.8,0.09531448803553562,0.629032258,1.0,231513.5,0.20142374974375665
text_length,224.4822695035461,199.0,82.17338836151619,102.0,373.0,224710.0,0.06689896010318905
question_marks,1.0,1.0,0.0,1.0,1.0,247878.0,0.5257540558181335
exclamation_marks,0.0,0.0,0.0,0.0,0.0,240052.5,0.04100384464581334
avg_word_length,4.682126882609929,4.555555556,0.4144176667944126,4.089285714,6.210526316,197749.0,5.538480121435323e-05
unique_word_count,31.52482269503546,28.0,9.301752185386277,16.0,58.0,221339.0,0.03501968777785544
sentiment_score_range,0.246784869964539,0.170833333,0.20156944557938397,0.0,1.016666667,254971.5,0.5237125622736267
noun_phrase_count,11.28368794326241,11.0,3.9808940868222624,5.0,21.0,237130.5,0.41155156959375927
verb_phrase_count,4.24822695035461,5.0,2.8714257990681573,0.0,8.0,217553.5,0.015119771640174888
named_entity_count,2.8297872340425534,3.0,1.4782105340507907,0.0,6.0,214864.0,0.007470964307676149
passive_voice_count,0.18439716312056736,0.0,0.5155141245041915,0.0,2.0,205671.0,2.296412896455452e-05
active_voice_count,1.8297872340425532,2.0,1.1273068210088188,0.0,3.0,236348.5,0.3536016188124189
modal_verbs_count,0.06382978723404255,0.0,0.2453209547117178,0.0,1.0,231991.5,0.02869430914790892
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,244705.5,0.23336045788958482
sentence_count,2.595744680851064,2.0,0.6758985913397629,2.0,4.0,215592.0,0.005423916206483674
average_sentence_length,16.988770685602837,16.66666667,3.8284676656895376,10.5,25.33333333,252368.0,0.6716904145649123
stop_words_count,20.81560283687943,19.0,7.572132023676812,9.0,37.0,234248.5,0.29147016462981534
punctuation_diversity,2.893617021276596,3.0,0.6059482257417999,2.0,4.0,209389.5,0.00038477427067329145
readability grades__Kincaid,17.08897767766667,16.47172414,5.579105577795426,6.104210526,27.31363636,227974.0,0.1173283780329717
readability grades__ARI,20.062157585248226,18.8937931,7.326902455665404,8.397368421,33.01895522,222818.5,0.04696281176955809
readability grades__Coleman-Liau,10.16008676777305,9.444281176,2.3611445694542947,5.676035231,18.54000842,210987.5,0.0031600034083217486
readability grades__FleschReadingEase,43.825310059007094,43.395,17.186321133189136,16.79045455,85.13947368,265851.0,0.12761198043941305
readability grades__GunningFogIndex,19.800892984921983,21.00869565,5.953140727403611,9.705263158,30.64242424,225749.5,0.08053869350930115
readability grades__LIX,60.2906777606383,60.0,16.704777966912634,24.26315789,90.5625,219802.5,0.025570370966788138
readability grades__SMOGIndex,12.7434826170922,12.48683298,3.426890567945178,8.477225575,19.43167673,208422.0,0.001456177816487466
readability grades__RIX,8.177304964539006,7.0,3.9266192073066444,1.0,17.0,224188.5,0.06014429948359433
readability grades__DaleChallIndex,9.25043520384397,9.565215789,2.042666539029692,0.0,12.15317586,153198.5,1.776937674589487e-14
sentence info__characters_per_word,4.560832120588652,4.444444444,0.4098934314265038,3.846153846,6.105263158,213707.5,0.006336090652046673
sentence info__syll_per_word,1.4466677800425531,1.409090909,0.16045285800908726,1.210526316,2.0,241074.0,0.6188470729257147
sentence info__words_per_sentence,40.02127659574468,35.0,14.926710519404171,19.0,67.0,229539.0,0.1502254259247473
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,247173.0,1.0
sentence info__type_token_ratio,0.8070823108581561,0.794117647,0.10512665687437656,0.596774194,1.0,251308.5,0.7358616814855252
sentence info__characters,181.31914893617022,162.0,66.1123847430523,82.0,298.0,224934.5,0.06967097283382348
sentence info__syllables,57.212765957446805,53.0,20.412464158183315,23.0,96.0,229273.5,0.144232141136492
sentence info__words,40.02127659574468,35.0,14.926710519404171,19.0,67.0,229539.0,0.1502254259247473
sentence info__wordtypes,30.98581560283688,28.0,8.75294710826248,16.0,57.0,226622.0,0.0935253062309237
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,247173.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,247173.0,1.0
sentence info__long_words,8.177304964539006,7.0,3.9266192073066444,1.0,17.0,224188.5,0.06014429948359433
sentence info__complex_words,3.5531914893617023,3.0,2.367715993812523,1.0,9.0,208422.0,0.001456177816487466
sentence info__complex_words_dc,9.404255319148936,8.0,4.930920985264105,0.0,22.0,169824.0,2.623433950037909e-10
word usage__tobeverb,1.8581560283687943,2.0,1.3394111727796547,0.0,4.0,216921.0,0.011482183850277739
word usage__auxverb,0.06382978723404255,0.0,0.2453209547117178,0.0,1.0,234906.0,0.06536183233070424
word usage__conjunction,1.6879432624113475,1.0,0.9113157816589753,1.0,4.0,224897.0,0.05135978280332946
word usage__pronoun,1.3333333333333333,1.0,0.9685531674075709,0.0,5.0,195592.0,1.5398461820756344e-05
word usage__preposition,5.680851063829787,5.0,3.0713402122018567,1.0,11.0,283113.0,0.0031574340809530027
word usage__nominalization,0.6595744680851063,0.0,0.8604798265589342,0.0,2.0,294090.0,3.7807514904772383e-07
sentence beginnings__pronoun,0.028368794326241134,0.0,0.1666160004041593,0.0,1.0,216467.5,4.607112009099374e-05
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,241533.0,0.06978736103516653
sentence beginnings__article,0.0425531914893617,0.0,0.2025671114728547,0.0,1.0,203406.0,4.7445605338629727e-07
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,239065.5,0.028899073576898394
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,247173.0,1.0
sentence beginnings__preposition,0.07801418439716312,0.0,0.2691500374410314,0.0,1.0,236705.0,0.12749649714225478
topic,48.40425531914894,53.0,21.00917443247941,10.0,95.0,238735.0,0.49122432322200116
