,mean,median,std,min,max,u_stat,p_val
polarity,0.02989405955,0.0,0.08579212689538719,-0.111111111,0.2,185568.5,0.027489388892636708
subjectivity,0.14207641890833334,0.125,0.12839217987425217,0.0,0.42,79108.5,2.28497800005553e-31
readability_score,81.33225,84.37,6.720873350423809,65.42,94.86,322627.0,2.3770718547503978e-23
syntactic_complexity,14.483888888833333,13.33333333,4.164916681999407,10.5,28.0,127945.5,2.670151723593388e-13
lexical_diversity,0.8007663372083333,0.821428571,0.05584794974154396,0.666666667,0.885714286,175575.5,0.0020358987037451598
text_length,238.7,213.0,65.62787888843397,143.0,366.0,216242.5,0.6019397927657204
question_marks,1.0,1.0,0.0,1.0,1.0,210960.0,0.5583606248279686
exclamation_marks,0.0,0.0,0.0,0.0,0.0,204300.0,0.059387297825110846
avg_word_length,4.3818929490333325,4.394736842,0.19451272867319996,3.652173913,4.904761905,84583.0,6.862797531262901e-29
unique_word_count,35.025,33.0,7.162533822349639,23.0,47.0,235242.0,0.027292238238022064
sentiment_score_range,0.09868055554166667,0.0625,0.12536330647191962,0.0,0.55,123830.5,1.409130152331054e-14
noun_phrase_count,11.508333333333333,11.0,2.810531913331414,6.0,16.0,217308.5,0.5368064835479258
verb_phrase_count,6.116666666666666,6.0,2.37346441585572,2.0,10.0,261114.0,6.018931305841844e-06
named_entity_count,3.1666666666666665,3.0,1.9243391677386286,0.0,9.0,187438.0,0.039077018360845185
passive_voice_count,0.0,0.0,0.0,0.0,0.0,146880.0,1.5956013917095752e-12
active_voice_count,2.8666666666666667,3.0,0.9252147907181258,1.0,4.0,307914.0,1.056800702866073e-19
modal_verbs_count,0.0,0.0,0.0,0.0,0.0,184380.0,4.202294964979185e-05
conditional_sentences_count,0.0,0.0,0.0,0.0,0.0,208260.0,0.27158718097923273
sentence_count,3.566666666666667,4.0,1.0103109874273992,2.0,5.0,296632.0,1.9722399896109348e-16
average_sentence_length,14.483888888833333,13.33333333,4.164916681999407,10.5,28.0,127945.5,2.670151723593388e-13
stop_words_count,23.391666666666666,22.0,6.431665144160619,14.0,35.0,234540.0,0.03191156458696248
punctuation_diversity,2.3,2.0,0.6933053215629914,2.0,4.0,81990.0,2.617305622262902e-38
readability grades__Kincaid,17.185916154666664,15.060921055,4.634581947478246,10.08,25.91692308,198251.5,0.28294558092593614
readability grades__ARI,21.062658891416664,18.5875,6.21499412236142,11.74642857,32.59107692,208806.5,0.89046299616844
readability grades__Coleman-Liau,8.719253670516668,8.729125603,1.2382231131458765,4.523994814,11.91401679,111684.5,2.1261054649142775e-18
