,mean,median,std,min,max,u_stat,p_val
polarity,0.09056841496389892,0.063928571,0.1841468632674155,-0.35,0.7,562695.5,1.0060955160753705e-05
subjectivity,0.4789718847725632,0.445,0.1755398294891826,0.0,0.9,608989.5,1.7057986540465945e-12
readability_score,72.69462093862815,74.19,12.13029834710795,35.95,101.6,522702.0,0.03390079692100792
syntactic_complexity,15.631588447148015,14.5,4.170417872375986,8.5,28.33333333,380948.0,2.2244587567451144e-09
lexical_diversity,0.8523087243393502,0.853658537,0.07976703434912545,0.696202532,1.0,553824.5,9.614982328161965e-05
text_length,231.32490974729242,194.0,99.92712486133793,83.0,473.0,446508.0,0.025564231702713755
question_marks,1.0,1.0,0.0,1.0,1.0,486966.0,0.3736810354836577
exclamation_marks,0.0,0.0,0.0,0.0,0.0,471592.5,0.004198547882177779
avg_word_length,4.654478154241877,4.615384615,0.4108311601459828,3.791666667,6.258064516,397196.0,4.4030074415890835e-07
unique_word_count,34.04332129963899,31.0,12.174676757367832,14.0,63.0,480129.5,0.7553392818268739
sentiment_score_range,0.41564563246931413,0.329166667,0.30083321261709633,0.0,1.2,641372.5,4.564573828355399e-19
noun_phrase_count,11.332129963898916,11.0,4.848219471209942,4.0,25.0,452870.5,0.060957646094735495
verb_phrase_count,5.407942238267148,4.0,3.3028876951973825,1.0,13.0,507885.0,0.19995556952461402
named_entity_count,2.407942238267148,2.0,2.089399163926489,0.0,6.0,367185.5,6.819911633319256e-12
passive_voice_count,0.18050541516245489,0.0,0.3853039889747381,0.0,1.0,419623.0,2.2799785894974213e-06
active_voice_count,2.2093862815884475,2.0,1.299185357445014,0.0,6.0,502310.5,0.3146456112352327
modal_verbs_count,0.2563176895306859,0.0,0.5543028133183282,0.0,2.0,522809.5,0.00025420115477359104
conditional_sentences_count,0.15162454873646208,0.0,0.3593057363149095,0.0,1.0,554359.5,4.189308419539862e-58
sentence_count,2.9747292418772564,3.0,1.074781920402657,2.0,6.0,510688.0,0.12227361821139013
average_sentence_length,15.631588447148015,14.5,4.170417872375986,8.5,28.33333333,380948.0,2.2244587567451144e-09
stop_words_count,24.664259927797833,24.0,11.654099262206074,6.0,52.0,524063.0,0.027784164265502762
punctuation_diversity,2.9855595667870034,3.0,0.5895903707793689,2.0,4.0,446373.0,0.009726427188842889
readability grades__Kincaid,17.379108159458482,15.02294118,6.842248127719163,5.206666667,33.9,446101.0,0.024069812064613765
readability grades__ARI,20.63755679697834,17.434,8.946230005514915,7.108,41.91759036,441378.5,0.011541157200793165
readability grades__Coleman-Liau,9.893146322198556,9.848181045,2.34110758644813,4.770840125,19.47223668,407668.5,8.499867744176694e-06
readability grades__FleschReadingEase,44.542943023830325,45.49166667,19.570277916480293,-5.495,84.45,538671.0,0.0024154112129903824
readability grades__GunningFogIndex,21.42485851776534,20.0,7.314073391854127,8.666666667,39.39770115,489583.5,0.8191077541934851
readability grades__LIX,62.312199210794226,57.52941176,18.41627711405367,28.16666667,106.5402299,451151.5,0.049134959560912676
readability grades__SMOGIndex,14.417083631281589,13.95445115,3.662929138625711,3.0,23.49390153,535363.0,0.004178044880120039
readability grades__RIX,8.397111913357401,7.0,4.11004323539915,1.0,20.0,450356.0,0.04357392497225351
readability grades__DaleChallIndex,10.097481968693142,10.158075,1.2998310881415085,6.181909524,13.83313226,404994.5,4.1241338155781385e-06
sentence info__characters_per_word,4.516247965184115,4.485714286,0.41255967720083714,3.708333333,6.161290323,410944.0,1.9986752663378235e-05
sentence info__syll_per_word,1.4193394604151623,1.4,0.15841854727805074,1.14,2.064516129,432643.0,0.002485403634366235
sentence info__words_per_sentence,41.59205776173285,34.0,18.293194121996773,15.0,87.0,459393.5,0.13445927685553338
sentence info__sentences_per_paragraph,1.0,1.0,0.0,1.0,1.0,485581.0,1.0
sentence info__type_token_ratio,0.8277365764007221,0.84375,0.08401200897639112,0.666666667,1.0,548983.5,0.0002908146778570856
sentence info__characters,186.27436823104694,157.0,80.66591390865777,67.0,385.0,443400.5,0.015937202083771623
sentence info__syllables,58.2129963898917,49.0,24.633283805891192,19.0,124.0,447895.0,0.03126456308086474
sentence info__words,41.59205776173285,34.0,18.293194121996773,15.0,87.0,459393.5,0.13445927685553338
sentence info__wordtypes,33.11913357400722,30.0,11.67076562446007,14.0,63.0,476315.0,0.5963311195369033
sentence info__sentences,1.0,1.0,0.0,1.0,1.0,485581.0,1.0
sentence info__paragraphs,1.0,1.0,0.0,1.0,1.0,485581.0,1.0
sentence info__long_words,8.397111913357401,7.0,4.11004323539915,1.0,20.0,450356.0,0.04357392497225351
sentence info__complex_words,4.790613718411552,4.0,2.8077633032206566,0.0,14.0,535363.0,0.004178044880120039
sentence info__complex_words_dc,11.263537906137184,9.0,5.191185998936145,2.0,27.0,423542.5,0.0003837460575530063
word usage__tobeverb,2.545126353790614,2.0,1.480165874686202,0.0,6.0,549020.0,0.0002049111006151375
word usage__auxverb,0.19855595667870035,0.0,0.3996348985150428,0.0,1.0,525503.0,4.6657925244565775e-05
word usage__conjunction,1.9061371841155235,2.0,1.0207264512878602,1.0,5.0,496369.5,0.5090524561862783
word usage__pronoun,2.11913357400722,1.0,2.0930081950525437,0.0,13.0,476067.0,0.5765737870444492
word usage__preposition,5.07942238267148,5.0,3.3374536351234383,0.0,13.0,496908.5,0.514682688860338
word usage__nominalization,0.47653429602888087,0.0,0.8990685053217857,0.0,6.0,510650.5,0.05595281568513748
sentence beginnings__pronoun,0.24187725631768953,0.0,0.42899538791275593,0.0,1.0,528934.5,9.227123302095922e-05
sentence beginnings__interrogative,0.01444043321299639,0.0,0.11951348033766042,0.0,1.0,481513.0,0.3624365173250904
sentence beginnings__article,0.3104693140794224,0.0,0.4635232081066852,0.0,1.0,529694.0,0.0005047359026162878
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,469653.5,0.002208485505948747
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,485581.0,1.0
sentence beginnings__preposition,0.09386281588447654,0.0,0.29216561951789255,0.0,1.0,472712.0,0.1888558230328664
topic,63.14079422382672,73.0,26.632734912737376,4.0,95.0,625063.0,1.5683740464067164e-15
